item,itemLabel,statements,ensg_wdt,entrez,ensg_panglao,species
Q18253823,Rpl21,31,ENSMUSG00000041453,19933,ENSMUSG00000041453,Mus musculus
Q18253824,Rpl22,32,ENSMUSG00000028936,19934,ENSMUSG00000028936,Mus musculus
Q18253825,Mrpl23,30,ENSMUSG00000037772,19935,ENSMUSG00000037772,Mus musculus
Q18253826,Rpl26,28,ENSMUSG00000060938,19941,ENSMUSG00000060938,Mus musculus
Q18253827,Rpl27,17,,19942,ENSMUSG00000063316,Mus musculus
Q18253828,Rpl28,25,ENSMUSG00000030432,19943,ENSMUSG00000030432,Mus musculus
Q18253829,Rpl29,25,ENSMUSG00000048758,19944,ENSMUSG00000048758,Mus musculus
Q18253831,Rpl29-ps1,9,,19945,ENSMUSG00000090095,Mus musculus
Q18253832,Rpl30,29,ENSMUSG00000058600,19946,ENSMUSG00000058600,Mus musculus
Q18253833,Rpl30-ps1,9,,19947,ENSMUSG00000057696,Mus musculus
Q18253834,Rpl30-ps2,9,,19948,ENSMUSG00000090007,Mus musculus
Q18253835,Rpl30-ps3,9,,19949,ENSMUSG00000080873,Mus musculus
Q18253836,Rpl32,19,ENSMUSG00000057841,19951,ENSMUSG00000057841,Mus musculus
Q18253837,Rpl32-ps,9,,19952,ENSMUSG00000068969,Mus musculus
Q18253838,Rpl37a,26,ENSMUSG00000046330,19981,ENSMUSG00000046330,Mus musculus
Q18253839,Rpl36a,23,ENSMUSG00000079435,19982,ENSMUSG00000079435,Mus musculus
Q18253840,Rpl6,29,ENSMUSG00000029614,19988,ENSMUSG00000029614,Mus musculus
Q18253841,Rpl7,17,,19989,ENSMUSG00000043716,Mus musculus
Q18253842,Rpl9,35,ENSMUSG00000047215,20005,ENSMUSG00000047215,Mus musculus
Q18253843,Rpn2,38,ENSMUSG00000027642,20014,ENSMUSG00000027642,Mus musculus
Q18253845,Polr1c,29,ENSMUSG00000067148,20016,ENSMUSG00000067148,Mus musculus
Q18253846,Polr1b,29,ENSMUSG00000027395,20017,ENSMUSG00000027395,Mus musculus
Q18253847,Polr1d,27,ENSMUSG00000029642,20018,ENSMUSG00000029642,Mus musculus
Q18253848,Polr1a,33,ENSMUSG00000049553,20019,ENSMUSG00000049553,Mus musculus
Q15335015,Polr2a,26,ENSMUSG00000005198,20020,ENSMUSG00000005198,Mus musculus
Q18253850,Polr2c,28,ENSMUSG00000031783,20021,ENSMUSG00000031783,Mus musculus
Q18253851,Polr2j,23,ENSMUSG00000039771,20022,ENSMUSG00000039771,Mus musculus
Q18253852,Sub1,25,ENSMUSG00000022205,20024,ENSMUSG00000022205,Mus musculus
Q18253853,Pdc,24,ENSMUSG00000006007,20028,ENSMUSG00000006007,Mus musculus
Q18253854,Rps12,18,,20042,ENSMUSG00000061983,Mus musculus
Q18253855,Rps14,30,ENSMUSG00000024608,20044,ENSMUSG00000024608,Mus musculus
Q18253856,Rps15,21,ENSMUSG00000063457,20054,ENSMUSG00000063457,Mus musculus
Q18253857,Rps16,17,,20055,ENSMUSG00000037563,Mus musculus
Q18253858,Rps17,26,ENSMUSG00000061787,20068,ENSMUSG00000061787,Mus musculus
Q18253859,Rps18,35,ENSMUSG00000008668,20084,ENSMUSG00000008668,Mus musculus
Q18253860,Rps19,32,ENSMUSG00000040952,20085,ENSMUSG00000040952,Mus musculus
Q18253861,Rps24,40,ENSMUSG00000025290,20088,ENSMUSG00000025290,Mus musculus
Q18253862,Rps29,12,,20090,ENSMUSG00000034892,Mus musculus
Q18253863,Rps3a1,22,ENSMUSG00000028081,20091,ENSMUSG00000028081,Mus musculus
Q18253864,Rps4x,21,ENSMUSG00000031320,20102,ENSMUSG00000031320,Mus musculus
Q18253865,Rps5,27,ENSMUSG00000012848,20103,ENSMUSG00000012848,Mus musculus
Q24338216,Rps6,27,ENSMUSG00000028495,20104,ENSMUSG00000028495,Mus musculus
Q18253867,Rps6ka1,32,ENSMUSG00000003644,20111,ENSMUSG00000003644,Mus musculus
Q18253868,Rps6ka2,27,ENSMUSG00000023809,20112,ENSMUSG00000023809,Mus musculus
Q18253869,Rps7,29,ENSMUSG00000061477,20115,ENSMUSG00000061477,Mus musculus
Q18253870,Rps8,17,,20116,ENSMUSG00000047675,Mus musculus
Q18253871,Trim30a,21,ENSMUSG00000030921,20128,ENSMUSG00000030921,Mus musculus
Q18253872,Rptn,19,ENSMUSG00000041984,20129,ENSMUSG00000041984,Mus musculus
Q18253873,Rras,23,ENSMUSG00000038387,20130,ENSMUSG00000038387,Mus musculus
Q18253874,Rrh,28,ENSMUSG00000028012,20132,ENSMUSG00000028012,Mus musculus
Q18253875,Rrm1,29,ENSMUSG00000030978,20133,ENSMUSG00000030978,Mus musculus
Q18253876,Rrm2,21,ENSMUSG00000020649,20135,ENSMUSG00000020649,Mus musculus
Q18253878,Rs1,22,ENSMUSG00000031293,20147,ENSMUSG00000031293,Mus musculus
Q18253879,Dhrs3,33,ENSMUSG00000066026,20148,ENSMUSG00000066026,Mus musculus
Q18253881,Rsu1,31,ENSMUSG00000026727,20163,ENSMUSG00000026727,Mus musculus
Q18253883,Rtkn,41,ENSMUSG00000034930,20166,ENSMUSG00000034930,Mus musculus
Q18253884,Rtn2,21,ENSMUSG00000030401,20167,ENSMUSG00000030401,Mus musculus
Q18253885,Rtn3,29,ENSMUSG00000024758,20168,ENSMUSG00000024758,Mus musculus
Q18253886,Hps6,20,ENSMUSG00000074811,20170,ENSMUSG00000074811,Mus musculus
Q18253888,Ruvbl2,32,ENSMUSG00000003868,20174,ENSMUSG00000003868,Mus musculus
Q18253889,Rxra,31,ENSMUSG00000015846,20181,ENSMUSG00000015846,Mus musculus
Q18253890,Rxrb,32,ENSMUSG00000039656,20182,ENSMUSG00000039656,Mus musculus
Q18253891,Rxrg,25,ENSMUSG00000015843,20183,ENSMUSG00000015843,Mus musculus
Q18253892,Uimc1,32,ENSMUSG00000025878,20184,ENSMUSG00000025878,Mus musculus
Q14914606,Ncor1,96,ENSMUSG00000018501,20185,ENSMUSG00000018501,Mus musculus
Q14905042,Nr1h4,28,ENSMUSG00000047638,20186,ENSMUSG00000047638,Mus musculus
Q14912347,Ryk,28,ENSMUSG00000032547,20187,ENSMUSG00000032547,Mus musculus
Q18253896,Ryr1,37,ENSMUSG00000030592,20190,ENSMUSG00000030592,Mus musculus
Q18253897,Ryr2,55,ENSMUSG00000021313,20191,ENSMUSG00000021313,Mus musculus
Q18253898,Ryr3,39,ENSMUSG00000057378,20192,ENSMUSG00000057378,Mus musculus
Q18253899,S100a1,20,ENSMUSG00000044080,20193,ENSMUSG00000044080,Mus musculus
Q18253900,S100a10,23,ENSMUSG00000041959,20194,ENSMUSG00000041959,Mus musculus
Q18253901,S100a11,18,ENSMUSG00000027907,20195,ENSMUSG00000027907,Mus musculus
Q18253902,S100a13,19,ENSMUSG00000042312,20196,ENSMUSG00000042312,Mus musculus
Q18253903,S100a3,29,ENSMUSG00000001021,20197,ENSMUSG00000001021,Mus musculus
Q18253904,S100a4,23,ENSMUSG00000001020,20198,ENSMUSG00000001020,Mus musculus
Q18253905,S100a5,22,ENSMUSG00000001023,20199,ENSMUSG00000001023,Mus musculus
Q18253907,S100a6,21,ENSMUSG00000001025,20200,ENSMUSG00000001025,Mus musculus
Q18253908,S100a8,19,ENSMUSG00000056054,20201,ENSMUSG00000056054,Mus musculus
Q18253909,S100a9,20,ENSMUSG00000056071,20202,ENSMUSG00000056071,Mus musculus
Q18253910,S100b,19,ENSMUSG00000033208,20203,ENSMUSG00000033208,Mus musculus
Q18253911,Prrx2,23,ENSMUSG00000039476,20204,ENSMUSG00000039476,Mus musculus
Q18253912,Saa-ps,9,,20207,ENSMUSG00000109624,Mus musculus
Q18253913,Saa1,22,ENSMUSG00000074115,20208,ENSMUSG00000074115,Mus musculus
Q18253914,Saa2,26,ENSMUSG00000057465,20209,ENSMUSG00000057465,Mus musculus
Q18253915,Saa3,21,ENSMUSG00000040026,20210,ENSMUSG00000040026,Mus musculus
Q18253916,Saa4,19,ENSMUSG00000040017,20211,ENSMUSG00000040017,Mus musculus
Q18253917,Sag,35,ENSMUSG00000056055,20215,ENSMUSG00000056055,Mus musculus
Q18253918,Acsm3,33,ENSMUSG00000030935,20216,ENSMUSG00000030935,Mus musculus
Q18253920,Khdrbs1,26,ENSMUSG00000028790,20218,ENSMUSG00000028790,Mus musculus
Q14891723,Apcs,18,ENSMUSG00000026542,20219,ENSMUSG00000026542,Mus musculus
Q18253922,Sap18,17,,20220,ENSMUSG00000021963,Mus musculus
Q18253923,Sf3a2,14,,20222,ENSMUSG00000020211,Mus musculus
Q18253925,Sar1a,35,ENSMUSG00000020088,20224,ENSMUSG00000020088,Mus musculus
Q18253926,Sars,27,ENSMUSG00000068739,20226,ENSMUSG00000068739,Mus musculus
Q18253927,Sart1,25,ENSMUSG00000039148,20227,ENSMUSG00000039148,Mus musculus
Q18253928,Sat1,29,ENSMUSG00000025283,20229,ENSMUSG00000025283,Mus musculus
Q18253929,Satb1,46,ENSMUSG00000023927,20230,ENSMUSG00000023927,Mus musculus
Q18253930,Nkx1-2,13,,20231,ENSMUSG00000048528,Mus musculus
Q24327822,Sbp,13,,20234,ENSMUSG00000024128,Mus musculus
Q14905516,Atxn1,42,ENSMUSG00000046876,20238,ENSMUSG00000046876,Mus musculus
Q18253935,Atxn2,44,ENSMUSG00000042605,20239,ENSMUSG00000042605,Mus musculus
Q18253937,Serpinb3a,19,ENSMUSG00000044594,20248,ENSMUSG00000044594,Mus musculus
Q14878273,Scd1,22,ENSMUSG00000037071,20249,ENSMUSG00000037071,Mus musculus
Q18253939,Scd2,24,ENSMUSG00000025203,20250,ENSMUSG00000025203,Mus musculus
Q18253940,Scg2,14,,20254,ENSMUSG00000050711,Mus musculus
Q18253941,Scg3,29,ENSMUSG00000032181,20255,ENSMUSG00000032181,Mus musculus
Q18253942,Clec11a,12,,20256,ENSMUSG00000004473,Mus musculus
Q18253943,Stmn2,24,ENSMUSG00000027500,20257,ENSMUSG00000027500,Mus musculus
Q18253945,Scin,22,ENSMUSG00000002565,20259,ENSMUSG00000002565,Mus musculus
Q18253946,Stmn3,20,ENSMUSG00000027581,20262,ENSMUSG00000027581,Mus musculus
Q18253947,Scn10a,26,ENSMUSG00000034533,20264,ENSMUSG00000034533,Mus musculus
Q18253948,Scn1a,30,ENSMUSG00000064329,20265,ENSMUSG00000064329,Mus musculus
Q18253949,Scn1b,23,ENSMUSG00000019194,20266,ENSMUSG00000019194,Mus musculus
Q18253950,Scn3a,33,ENSMUSG00000057182,20269,ENSMUSG00000057182,Mus musculus
Q14905730,Scn5a,28,ENSMUSG00000032511,20271,ENSMUSG00000032511,Mus musculus
Q18253952,Scn7a,17,ENSMUSG00000034810,20272,ENSMUSG00000034810,Mus musculus
Q18253953,Scn8a,50,ENSMUSG00000023033,20273,ENSMUSG00000023033,Mus musculus
Q14907686,Scn9a,31,ENSMUSG00000075316,20274,ENSMUSG00000075316,Mus musculus
Q18253955,Scnn1a,26,ENSMUSG00000030340,20276,ENSMUSG00000030340,Mus musculus
Q18253956,Scnn1b,22,ENSMUSG00000030873,20277,ENSMUSG00000030873,Mus musculus
Q18253957,Scnn1g,28,ENSMUSG00000000216,20278,ENSMUSG00000000216,Mus musculus
Q18253958,Scp2,30,ENSMUSG00000028603,20280,ENSMUSG00000028603,Mus musculus
Q18253959,Scp2-ps1,9,,20281,ENSMUSG00000103295,Mus musculus
Q18253961,Scrg1,20,ENSMUSG00000031610,20284,ENSMUSG00000031610,Mus musculus
Q15335126,Zc3h7b,26,ENSMUSG00000022390,20286,ENSMUSG00000022390,Mus musculus
Q14820615,Sct,24,ENSMUSG00000038580,20287,ENSMUSG00000038580,Mus musculus
Q18253964,Msr1,25,ENSMUSG00000025044,20288,ENSMUSG00000025044,Mus musculus
Q18253965,Scx,22,ENSMUSG00000034161,20289,ENSMUSG00000034161,Mus musculus
Q18253966,Ccl1,20,ENSMUSG00000020702,20290,ENSMUSG00000020702,Mus musculus
Q14907651,Ccl11,18,ENSMUSG00000020676,20292,ENSMUSG00000020676,Mus musculus
Q14907777,Ccl17,18,ENSMUSG00000031780,20295,ENSMUSG00000031780,Mus musculus
Q14885646,Ccl12,19,ENSMUSG00000035352,20296,ENSMUSG00000035352,Mus musculus
Q18253971,Ccl2,20,ENSMUSG00000035385,20296,ENSMUSG00000035385,Mus musculus
Q14907658,Ccl20,21,ENSMUSG00000026166,20297,ENSMUSG00000026166,Mus musculus
Q14907774,Ccl22,19,ENSMUSG00000031779,20299,ENSMUSG00000031779,Mus musculus
Q18253974,Ccl25,33,ENSMUSG00000023235,20300,ENSMUSG00000023235,Mus musculus
Q18253975,Ccl27a,49,ENSMUSG00000073888,20301,ENSMUSG00000073888,Mus musculus
Q18253976,Ccl3,19,ENSMUSG00000000982,20302,ENSMUSG00000000982,Mus musculus
Q14907552,Ccl4,19,ENSMUSG00000018930,20303,ENSMUSG00000018930,Mus musculus
Q14916095,Ccl5,19,ENSMUSG00000035042,20304,ENSMUSG00000035042,Mus musculus
Q18253979,Ccl6,20,ENSMUSG00000018927,20305,ENSMUSG00000018927,Mus musculus
Q14907641,Ccl7,18,ENSMUSG00000035373,20306,ENSMUSG00000035373,Mus musculus
Q18253981,Ccl8,16,ENSMUSG00000009185,20307,ENSMUSG00000009185,Mus musculus
Q14911941,Ccl9,19,ENSMUSG00000019122,20308,ENSMUSG00000019122,Mus musculus
Q14911933,Cxcl15,16,ENSMUSG00000029375,20309,ENSMUSG00000029375,Mus musculus
Q18253984,Cxcl2,21,ENSMUSG00000058427,20310,ENSMUSG00000058427,Mus musculus
Q18253985,Cxcl5,19,ENSMUSG00000029371,20311,ENSMUSG00000029371,Mus musculus
Q14907781,Cx3cl1,23,ENSMUSG00000031778,20312,ENSMUSG00000031778,Mus musculus
Q18253987,Cxcl12,23,ENSMUSG00000061353,20315,ENSMUSG00000061353,Mus musculus
Q18253988,Sdf2,25,ENSMUSG00000002064,20316,ENSMUSG00000002064,Mus musculus
Q18253989,Serpinf1,13,,20317,ENSMUSG00000000753,Mus musculus
Q18253990,Sdf4,30,ENSMUSG00000029076,20318,ENSMUSG00000029076,Mus musculus
Q18253991,Sfrp2,23,ENSMUSG00000027996,20319,ENSMUSG00000027996,Mus musculus
Q18253992,Nptn,39,ENSMUSG00000032336,20320,ENSMUSG00000032336,Mus musculus
Q18253993,Frrs1,31,ENSMUSG00000033386,20321,ENSMUSG00000033386,Mus musculus
Q18253994,Sord,25,ENSMUSG00000027227,20322,ENSMUSG00000027227,Mus musculus
Q18253998,Sec22b,16,,20333,ENSMUSG00000027879,Mus musculus
Q18253999,Sec23a,28,ENSMUSG00000020986,20334,ENSMUSG00000020986,Mus musculus
Q18254000,Sec61g,31,ENSMUSG00000078974,20335,ENSMUSG00000078974,Mus musculus
Q18254001,Exoc4,33,ENSMUSG00000029763,20336,ENSMUSG00000029763,Mus musculus
Q18254002,Sel1l,31,ENSMUSG00000020964,20338,ENSMUSG00000020964,Mus musculus
Q18254003,Sele,20,ENSMUSG00000026582,20339,ENSMUSG00000026582,Mus musculus
Q18254004,Glg1,16,,20340,ENSMUSG00000003316,Mus musculus
Q18254005,Selenbp1,25,ENSMUSG00000068874,20341,ENSMUSG00000068874,Mus musculus
Q18254006,Selenbp2,27,ENSMUSG00000068877,20342,ENSMUSG00000068877,Mus musculus
Q14901672,Sell,26,ENSMUSG00000026581,20343,ENSMUSG00000026581,Mus musculus
Q14881074,Selp,23,ENSMUSG00000026580,20344,ENSMUSG00000026580,Mus musculus
Q14866043,Selplg,24,ENSMUSG00000048163,20345,ENSMUSG00000048163,Mus musculus
Q18254010,Sema3a,35,ENSMUSG00000028883,20346,ENSMUSG00000028883,Mus musculus
Q18254011,Sema3b,49,ENSMUSG00000057969,20347,ENSMUSG00000057969,Mus musculus
Q18254012,Sema3c,24,ENSMUSG00000028780,20348,ENSMUSG00000028780,Mus musculus
Q18254013,Sema3e,22,ENSMUSG00000063531,20349,ENSMUSG00000063531,Mus musculus
Q18254014,Sema3f,42,ENSMUSG00000034684,20350,ENSMUSG00000034684,Mus musculus
Q18254015,Sema4a,47,ENSMUSG00000028064,20351,ENSMUSG00000028064,Mus musculus
Q18254016,Sema4b,24,ENSMUSG00000030539,20352,ENSMUSG00000030539,Mus musculus
Q18254017,Sema4c,38,ENSMUSG00000026121,20353,ENSMUSG00000026121,Mus musculus
Q18254018,Sema4d,36,ENSMUSG00000021451,20354,ENSMUSG00000021451,Mus musculus
Q18254019,Sema4f,27,ENSMUSG00000000627,20355,ENSMUSG00000000627,Mus musculus
Q18254020,Sema5a,32,ENSMUSG00000022231,20356,ENSMUSG00000022231,Mus musculus
Q18254021,Sema5b,34,ENSMUSG00000052133,20357,ENSMUSG00000052133,Mus musculus
Q18254023,Sema6a,32,ENSMUSG00000019647,20358,ENSMUSG00000019647,Mus musculus
Q18254024,Sema6b,24,ENSMUSG00000001227,20359,ENSMUSG00000001227,Mus musculus
Q18254025,Sema6c,52,ENSMUSG00000038777,20360,ENSMUSG00000038777,Mus musculus
Q18254026,Sema7a,23,ENSMUSG00000038264,20361,ENSMUSG00000038264,Mus musculus
Q18254030,Serf1,23,ENSMUSG00000021643,20365,ENSMUSG00000021643,Mus musculus
Q18254032,Sez6,35,ENSMUSG00000000632,20370,ENSMUSG00000000632,Mus musculus
Q14865655,Foxp3,30,ENSMUSG00000039521,20371,ENSMUSG00000039521,Mus musculus
Q18254034,Spi1,27,ENSMUSG00000002111,20375,ENSMUSG00000002111,Mus musculus
Q18254035,Sfrp1,21,ENSMUSG00000031548,20377,ENSMUSG00000031548,Mus musculus
Q18254036,Frzb,20,ENSMUSG00000027004,20378,ENSMUSG00000027004,Mus musculus
Q18254037,Sfrp4,21,ENSMUSG00000021319,20379,ENSMUSG00000021319,Mus musculus
Q18254038,Srsf2,24,ENSMUSG00000034120,20382,ENSMUSG00000034120,Mus musculus
Q18254039,Srsf3,28,ENSMUSG00000071172,20383,ENSMUSG00000071172,Mus musculus
Q18254040,Srsf5,34,ENSMUSG00000021134,20384,ENSMUSG00000021134,Mus musculus
Q18254041,Sftpa1,21,ENSMUSG00000021789,20387,ENSMUSG00000021789,Mus musculus
Q14908246,Sftpb,18,,20388,ENSMUSG00000056370,Mus musculus
Q14908251,Sftpc,20,ENSMUSG00000022097,20389,ENSMUSG00000022097,Mus musculus
Q14914145,Sftpd,19,ENSMUSG00000021795,20390,ENSMUSG00000021795,Mus musculus
Q18254045,Sgca,24,ENSMUSG00000001508,20391,ENSMUSG00000001508,Mus musculus
Q18254046,Sgce,45,ENSMUSG00000004631,20392,ENSMUSG00000004631,Mus musculus
Q18254047,Sgk1,37,ENSMUSG00000019970,20393,ENSMUSG00000019970,Mus musculus
Q18254048,Scg5,21,ENSMUSG00000023236,20394,ENSMUSG00000023236,Mus musculus
Q18254049,Sgpl1,34,ENSMUSG00000020097,20397,ENSMUSG00000020097,Mus musculus
Q18254050,Sh2b1,43,ENSMUSG00000030733,20399,ENSMUSG00000030733,Mus musculus
Q18254051,Sh2d1a,30,ENSMUSG00000005696,20400,ENSMUSG00000005696,Mus musculus
Q18254052,Sh3bp1,34,ENSMUSG00000022436,20401,ENSMUSG00000022436,Mus musculus
Q18254053,Zfp106,33,ENSMUSG00000027288,20402,ENSMUSG00000027288,Mus musculus
Q18254054,Itsn2,42,ENSMUSG00000020640,20403,ENSMUSG00000020640,Mus musculus
Q18254055,Sh3gl2,24,ENSMUSG00000028488,20404,ENSMUSG00000028488,Mus musculus
Q18254056,Sh3gl1,23,ENSMUSG00000003200,20405,ENSMUSG00000003200,Mus musculus
Q18254057,Sh3d2c-ps1,9,,20406,ENSMUSG00000083729,Mus musculus
Q18254058,Sh3gl3,31,ENSMUSG00000030638,20408,ENSMUSG00000030638,Mus musculus
Q18254059,Ostf1,25,ENSMUSG00000024725,20409,ENSMUSG00000024725,Mus musculus
Q18254060,Sorbs3,37,ENSMUSG00000022091,20410,ENSMUSG00000022091,Mus musculus
Q18254061,Sorbs1,96,ENSMUSG00000025006,20411,ENSMUSG00000025006,Mus musculus
Q14865326,Shbg,22,ENSMUSG00000005202,20415,ENSMUSG00000005202,Mus musculus
Q18254063,Shc1,31,ENSMUSG00000042626,20416,ENSMUSG00000042626,Mus musculus
Q18254064,Shc3,14,,20418,ENSMUSG00000021448,Mus musculus
Q18254065,Shcbp1,26,ENSMUSG00000022322,20419,ENSMUSG00000022322,Mus musculus
Q18254066,Shd,29,ENSMUSG00000039154,20420,ENSMUSG00000039154,Mus musculus
Q18254067,Sem1,13,,20422,ENSMUSG00000042541,Mus musculus
Q14860079,Shh,23,ENSMUSG00000002633,20423,ENSMUSG00000002633,Mus musculus
Q18254069,Shmt1,33,ENSMUSG00000020534,20425,ENSMUSG00000020534,Mus musculus
Q18254072,Shox2,31,ENSMUSG00000027833,20429,ENSMUSG00000027833,Mus musculus
Q18254073,Cyfip1,37,ENSMUSG00000030447,20430,ENSMUSG00000030447,Mus musculus
Q18254074,Pmel,25,ENSMUSG00000025359,20431,ENSMUSG00000025359,Mus musculus
Q18254076,Siah1a,22,ENSMUSG00000036840,20437,ENSMUSG00000036840,Mus musculus
Q18254077,Siah1b,21,ENSMUSG00000040749,20438,ENSMUSG00000040749,Mus musculus
Q18254078,Siah2,21,ENSMUSG00000036432,20439,ENSMUSG00000036432,Mus musculus
Q18254079,St6gal1,30,ENSMUSG00000022885,20440,ENSMUSG00000022885,Mus musculus
Q18254080,St3gal3,43,ENSMUSG00000028538,20441,ENSMUSG00000028538,Mus musculus
Q18254081,St3gal1,26,ENSMUSG00000013846,20442,ENSMUSG00000013846,Mus musculus
Q18254082,St3gal4,34,ENSMUSG00000032038,20443,ENSMUSG00000032038,Mus musculus
Q18254083,St3gal2,27,ENSMUSG00000031749,20444,ENSMUSG00000031749,Mus musculus
Q18254084,St6galnac1,21,ENSMUSG00000009588,20445,ENSMUSG00000009588,Mus musculus
Q18254085,St6galnac2,15,,20446,ENSMUSG00000057286,Mus musculus
Q18254086,St6galnac3,29,ENSMUSG00000052544,20447,ENSMUSG00000052544,Mus musculus
Q18254087,St6galnac4,25,ENSMUSG00000079442,20448,ENSMUSG00000079442,Mus musculus
Q18254088,St8sia1,29,ENSMUSG00000030283,20449,ENSMUSG00000030283,Mus musculus
Q18254089,St8sia2,21,ENSMUSG00000025789,20450,ENSMUSG00000025789,Mus musculus
Q18254090,St8sia3,27,ENSMUSG00000056812,20451,ENSMUSG00000056812,Mus musculus
Q18254091,St8sia4,24,ENSMUSG00000040710,20452,ENSMUSG00000040710,Mus musculus
Q18254092,St3gal5,29,ENSMUSG00000056091,20454,ENSMUSG00000056091,Mus musculus
Q18254094,Ptk6,22,ENSMUSG00000038751,20459,ENSMUSG00000038751,Mus musculus
Q18254095,Stil,32,ENSMUSG00000028718,20460,ENSMUSG00000028718,Mus musculus
Q18254097,Tra2b,29,ENSMUSG00000022858,20462,ENSMUSG00000022858,Mus musculus
Q18254098,Cox7a2l,23,ENSMUSG00000024248,20463,ENSMUSG00000024248,Mus musculus
Q18254099,Sim1,27,ENSMUSG00000019913,20464,ENSMUSG00000019913,Mus musculus
Q18254100,Sim2,25,ENSMUSG00000062713,20465,ENSMUSG00000062713,Mus musculus
Q18254101,Sin3a,40,ENSMUSG00000042557,20466,ENSMUSG00000042557,Mus musculus
Q18254102,Sin3b,28,ENSMUSG00000031622,20467,ENSMUSG00000031622,Mus musculus
Q18254103,Sipa1,35,ENSMUSG00000056917,20469,ENSMUSG00000056917,Mus musculus
Q18254104,Six1,14,,20471,ENSMUSG00000051367,Mus musculus
Q18254105,Six2,23,ENSMUSG00000024134,20472,ENSMUSG00000024134,Mus musculus
Q18254106,Six3,22,ENSMUSG00000038805,20473,ENSMUSG00000038805,Mus musculus
Q18254107,Six4,24,ENSMUSG00000034460,20474,ENSMUSG00000034460,Mus musculus
Q18254108,Six5,20,ENSMUSG00000040841,20475,ENSMUSG00000040841,Mus musculus
Q18254109,Six6,20,ENSMUSG00000021099,20476,ENSMUSG00000021099,Mus musculus
Q18254110,Vps4b,26,ENSMUSG00000009907,20479,ENSMUSG00000009907,Mus musculus
Q18254111,Clpb,37,ENSMUSG00000001829,20480,ENSMUSG00000001829,Mus musculus
Q14913262,Ski,22,ENSMUSG00000029050,20481,ENSMUSG00000029050,Mus musculus
Q18254113,Skil,27,ENSMUSG00000027660,20482,ENSMUSG00000027660,Mus musculus
Q18254116,Sla,28,ENSMUSG00000022372,20491,ENSMUSG00000022372,Mus musculus
Q18254117,Slbp,29,ENSMUSG00000004642,20492,ENSMUSG00000004642,Mus musculus
Q18254118,Slc10a1,24,ENSMUSG00000021135,20493,ENSMUSG00000021135,Mus musculus
Q18254119,Slc10a2,20,ENSMUSG00000023073,20494,ENSMUSG00000023073,Mus musculus
Q18254120,Slc12a1,24,ENSMUSG00000027202,20495,ENSMUSG00000027202,Mus musculus
Q18254121,Slc12a2,24,ENSMUSG00000024597,20496,ENSMUSG00000024597,Mus musculus
Q14905341,Slc12a3,30,ENSMUSG00000031766,20497,ENSMUSG00000031766,Mus musculus
Q18254123,Slc12a4,28,ENSMUSG00000017765,20498,ENSMUSG00000017765,Mus musculus
Q18254124,Slc12a7,36,ENSMUSG00000017756,20499,ENSMUSG00000017756,Mus musculus
Q18254125,Slc13a2,27,ENSMUSG00000001095,20500,ENSMUSG00000001095,Mus musculus
Q18254126,Slc16a1,20,ENSMUSG00000032902,20501,ENSMUSG00000032902,Mus musculus
Q18254127,Slc16a2,22,ENSMUSG00000033965,20502,ENSMUSG00000033965,Mus musculus
Q18254128,Slc16a7,35,ENSMUSG00000020102,20503,ENSMUSG00000020102,Mus musculus
Q18254129,Slc17a1,25,ENSMUSG00000021335,20504,ENSMUSG00000021335,Mus musculus
Q18254130,Slc34a1,28,ENSMUSG00000021490,20505,ENSMUSG00000021490,Mus musculus
Q18254131,Slc18a3,22,ENSMUSG00000100241,20508,ENSMUSG00000100241,Mus musculus
Q18254132,Slc19a1,35,ENSMUSG00000001436,20509,ENSMUSG00000001436,Mus musculus
Q18254133,Slc1a1,24,ENSMUSG00000024935,20510,ENSMUSG00000024935,Mus musculus
Q18254134,Slc1a2,38,ENSMUSG00000005089,20511,ENSMUSG00000005089,Mus musculus
Q14913171,Slc1a3,28,ENSMUSG00000005360,20512,ENSMUSG00000005360,Mus musculus
Q14905293,Slc1a6,24,ENSMUSG00000005357,20513,ENSMUSG00000005357,Mus musculus
Q18254137,Slc1a5,29,ENSMUSG00000001918,20514,ENSMUSG00000001918,Mus musculus
Q18254138,Slc20a1,30,ENSMUSG00000027397,20515,ENSMUSG00000027397,Mus musculus
Q18254139,Slc20a2,31,ENSMUSG00000037656,20516,ENSMUSG00000037656,Mus musculus
Q18254140,Slc22a1,20,ENSMUSG00000023829,20517,ENSMUSG00000023829,Mus musculus
Q18254141,Slc22a2,21,ENSMUSG00000040966,20518,ENSMUSG00000040966,Mus musculus
Q18254142,Slc22a3,20,ENSMUSG00000023828,20519,ENSMUSG00000023828,Mus musculus
Q14912760,Slc22a5,26,ENSMUSG00000018900,20520,ENSMUSG00000018900,Mus musculus
Q18254144,Slc22a12,16,,20521,ENSMUSG00000061742,Mus musculus
Q18254145,Slc23a1,25,ENSMUSG00000024354,20522,ENSMUSG00000024354,Mus musculus
Q18254146,Slc25a14,33,ENSMUSG00000031105,20523,ENSMUSG00000031105,Mus musculus
Q18254147,Slc25a17,27,ENSMUSG00000022404,20524,ENSMUSG00000022404,Mus musculus
Q14904884,Slc2a1,25,ENSMUSG00000028645,20525,ENSMUSG00000028645,Mus musculus
Q18254150,Slc2a2,21,ENSMUSG00000027690,20526,ENSMUSG00000027690,Mus musculus
