id,match,name,score,type,type_id,input_value
Q104416341,False,mouse cortical interneuron,89.0,cell type,Q189118,Cortical interneurons
Q101405214,False,human cortical interneuron,88.0,cell type,Q189118,Cortical interneurons
Q104416246,False,mouse neural stem/precursor cell,92.0,cell type,Q189118,Neural stem/precursor cells
Q2944097,False,neural stem cells,90.0,cell type,Q189118,Neural stem/precursor cells
Q101405041,False,human neural stem/precursor cell,90.0,cell type,Q189118,Neural stem/precursor cells
Q101001053,False,Astrocyte progenitor cell,100.0,cell type,Q189118,Astrocyte progenitor cells
Q104416325,False,mouse astrocyte progenitor cell,91.0,cell type,Q189118,Astrocyte progenitor cells
Q101405126,False,human astrocyte progenitor cell,90.0,cell type,Q189118,Astrocyte progenitor cells
Q4387286,False,radial glial cell,38.0,cell type,Q189118,Astrocyte progenitor cells
Q7086819,True,Oligodendrocyte progenitor,100.0,cell type,Q189118,Oligodendrocyte progenitor cells
Q104416187,False,mouse oligodendrocyte progenitor cell,93.0,cell type,Q189118,Oligodendrocyte progenitor cells
Q101404917,False,human oligodendrocyte progenitor cell,91.0,cell type,Q189118,Oligodendrocyte progenitor cells
Q107988,True,Basophil,100.0,cell type,Q189118,Basophils
Q188930,True,B-cells,100.0,cell type,Q189118,B cells
Q1151519,False,embryonic stem cell,97.0,cell type,Q189118,Embryonic stem cells
Q59626782,False,human embryonic stem cell,87.0,cell type,Q189118,Embryonic stem cells
Q70060965,False,mouse embryonic stem cells,87.0,cell type,Q189118,Embryonic stem cells
Q107238,True,eosinophils,100.0,cell type,Q189118,Eosinophils
Q514525,True,hematopoietic stem cells,100.0,cell type,Q189118,Hematopoietic stem cells
Q101062469,True,Proximal tubule cell,100.0,cell type,Q189118,Proximal tubule cells
Q11394395,True,endothelial cells,100.0,cell type,Q189118,Endothelial cells
Q101062576,False,Endothelial cells (brain),85.0,cell type,Q189118,Endothelial cells
Q1340830,False,endothelial progenitor cells,76.0,cell type,Q189118,Endothelial cells
Q463418,True,fibroblast,100.0,cell type,Q189118,Fibroblasts
Q184204,True,macrophage,100.0,cell type,Q189118,Macrophages
Q448687,False,alveolar macrophage,71.0,cell type,Q189118,Macrophages
Q513486,False,Kupffer cell,69.0,cell type,Q189118,Macrophages
Q12898553,False,adipose tissue macrophages,59.0,cell type,Q189118,Macrophages
Q191989,True,mast cells,100.0,cell type,Q189118,Mast cells
Q101062473,False,Human myeloid-derived suppressor cell,100.0,cell type,Q189118,Human myeloid-derived suppressor cells
Q101404944,False,human myeloid-derived suppressor cell,100.0,cell type,Q189118,Human myeloid-derived suppressor cells
Q101062478,False,Mouse myeloid-derived suppressor cell,100.0,cell type,Q189118,Mouse myeloid-derived suppressor cells
Q104416211,False,mouse myeloid-derived suppressor cell,100.0,cell type,Q189118,Mouse myeloid-derived suppressor cells
Q821701,True,megakaryocyte,100.0,cell type,Q189118,Megakaryocytes
Q66004840,False,bone marrow cells,27.0,cell type,Q189118,Megakaryocytes
Q1922379,True,mesenchymal stem cells,100.0,cell type,Q189118,Mesenchymal stem cells
Q101062481,True,Myeloid dendritic cell,100.0,cell type,Q189118,Myeloid dendritic cells
Q6959842,True,Naive T cell,100.0,cell type,Q189118,T cell naive
Q101405114,False,human t cell naive,80.0,cell type,Q189118,T cell naive
Q104416314,False,mouse t cell naive,80.0,cell type,Q189118,T cell naive
Q102924190,False,naive human t helper cell,65.0,cell type,Q189118,T cell naive
Q188417,True,neutrophil,100.0,cell type,Q189118,Neutrophils
Q49000020,False,Adaptive NK cells,64.0,cell type,Q189118,NK cells
Q101062485,True,Plasmacytoid dendritic cell,100.0,cell type,Q189118,Plasmacytoid dendritic cells
Q101026,True,platelets,100.0,cell type,Q189118,Platelets
Q5464650,True,Follicular B Helper T cells,100.0,cell type,Q189118,T follicular helper cells
Q101404875,False,human t follicular helper cell,89.0,cell type,Q189118,T follicular helper cells
Q104416150,False,mouse t follicular helper cell,89.0,cell type,Q189118,T follicular helper cells
Q632518,True,T helper cell,100.0,cell type,Q189118,T helper cells
Q101404876,False,human t helper cell,82.0,cell type,Q189118,T helper cells
Q104416151,False,mouse t helper cell,82.0,cell type,Q189118,T helper cells
Q5464650,False,Follicular B Helper T cells,72.0,cell type,Q189118,T helper cells
Q1550619,True,regulatory T cell,100.0,cell type,Q189118,T regulatory cells
Q104416286,False,mouse t regulatory cell,88.0,cell type,Q189118,T regulatory cells
Q101405084,False,human t regulatory cell,86.0,cell type,Q189118,T regulatory cells
Q927337,True,retinal ganglion cell,100.0,cell type,Q189118,Retinal ganglion cells
Q2116409,True,pyramidal cell,100.0,cell type,Q189118,Pyramidal cells
,False,,,,,Cardiomyocytes
Q506253,True,dendritic cell,100.0,cell type,Q189118,Dendritic cells
Q2631550,False,follicular dendritic cells,73.0,cell type,Q189118,Dendritic cells
Q101062489,True,Osteoclasts and osteoblast,100.0,cell type,Q189118,Osteoclasts and osteoblasts
Q70220966,True,serotonergic neurons,100.0,cell type,Q189118,Serotonergic neurons
Q101404905,False,human serotonergic neuron,87.0,cell type,Q189118,Serotonergic neurons
Q104416176,False,mouse serotonergic neuron,87.0,cell type,Q189118,Serotonergic neurons
Q66591221,True,GABAergic neuron,100.0,cell type,Q189118,GABAergic neurons
Q101404939,False,human gabaergic neuron,85.0,cell type,Q189118,GABAergic neurons
Q104416208,False,mouse gabaergic neuron,85.0,cell type,Q189118,GABAergic neurons
Q101062495,True,Glutaminergic neuron,100.0,cell type,Q189118,Glutaminergic neurons
Q101404918,False,human glutaminergic neuron,88.0,cell type,Q189118,Glutaminergic neurons
Q104416188,False,mouse glutaminergic neuron,88.0,cell type,Q189118,Glutaminergic neurons
Q513486,True,Kupffer cell,100.0,cell type,Q189118,Kupffer cells
Q101062499,True,Meningeal cell,100.0,cell type,Q189118,Meningeal cells
Q101405083,False,human meningeal cell,83.0,cell type,Q189118,Meningeal cells
Q104416285,False,mouse meningeal cell,83.0,cell type,Q189118,Meningeal cells
Q4387286,False,radial glial cell,94.0,cell type,Q189118,Radial glia cells
Q101404897,False,human radial glia cell,85.0,cell type,Q189118,Radial glia cells
Q104416169,False,mouse radial glia cell,85.0,cell type,Q189118,Radial glia cells
Q101062502,False,Erythroid-like and erythroid precursor cell,100.0,cell type,Q189118,Erythroid-like and erythroid precursor cells
Q101404957,False,human erythroid-like and erythroid precursor cell,94.0,cell type,Q189118,Erythroid-like and erythroid precursor cells
Q104416225,False,mouse erythroid-like and erythroid precursor cell,94.0,cell type,Q189118,Erythroid-like and erythroid precursor cells
Q101405087,True,human beta cell,100.0,cell type,Q189118,Beta cells
Q107244,True,Monocyte,100.0,cell type,Q189118,Monocytes
Q70203331,False,activated killer monocytes,51.0,cell type,Q189118,Monocytes
Q1815955,False,microfold cell,100.0,cell type,Q189118,Microfold cells
Q66559361,False,microfold cell,97.0,cell type,Q189118,Microfold cells
Q101404934,False,human microfold cell,83.0,cell type,Q189118,Microfold cells
Q104416204,False,mouse microfold cell,83.0,cell type,Q189118,Microfold cells
Q66602573,False,Microfold cell of epithelium of small intestine,48.0,cell type,Q189118,Microfold cells
Q66602574,False,Microfold cell of epithelium of intestinal villus,47.0,cell type,Q189118,Microfold cells
Q66602580,False,Microfold cell of epithelium proper of ileum,47.0,cell type,Q189118,Microfold cells
Q66602579,False,Microfold cell of epithelium proper of jejunum,46.0,cell type,Q189118,Microfold cells
Q66602578,False,Microfold cell of epithelium proper of duodenum,45.0,cell type,Q189118,Microfold cells
Q66602581,False,Microfold cell of epithelium proper of appendix,45.0,cell type,Q189118,Microfold cells
Q66602575,False,Microfold cell of epithelium proper of small intestine,43.0,cell type,Q189118,Microfold cells
Q66602582,False,Microfold cell of epithelium proper of large intestine,43.0,cell type,Q189118,Microfold cells
Q101001061,True,Satellite cell (muscle),100.0,cell type,Q189118,Satellite cells
Q775480,True,chondrocyte,100.0,cell type,Q189118,Chondrocytes
Q66508979,True,smooth muscle cell,100.0,cell type,Q189118,Smooth muscle cells
Q101062548,False,Airway smooth muscle cell,84.0,cell type,Q189118,Smooth muscle cells
Q101062544,False,Vascular smooth muscle cell,81.0,cell type,Q189118,Smooth muscle cells
Q101062553,False,Pulmonary vascular smooth muscle cell,67.0,cell type,Q189118,Smooth muscle cells
Q101062506,True,Crypt base columnar cell,100.0,cell type,Q189118,Crypt base columnar cells
Q1473931,True,keratinocyte,100.0,cell type,Q189118,Keratinocytes
Q2304808,True,memory T cell,100.0,cell type,Q189118,T memory cells
Q101405071,False,human t memory cell,82.0,cell type,Q189118,T memory cells
Q104416275,False,mouse t memory cell,82.0,cell type,Q189118,T memory cells
Q827450,True,hepatocyte,100.0,cell type,Q189118,Hepatocytes
Q1956694,False,myoblast,94.0,cell type,Q189118,Myoblasts
Q66591230,False,cardiac myoblast,69.0,cell type,Q189118,Myoblasts
Q66591232,False,skeletal myoblast,69.0,cell type,Q189118,Myoblasts
Q66591231,False,smooth muscle myoblast,58.0,cell type,Q189118,Myoblasts
Q101405108,False,human clara cell,79.0,cell type,Q189118,Clara cells
Q104416309,False,mouse clara cell,79.0,cell type,Q189118,Clara cells
Q138912,True,podocyte,100.0,cell type,Q189118,Podocytes
Q2995031,False,alpha cell,95.0,cell type,Q189118,Alpha cells
Q104416184,False,mouse alpha cell,81.0,cell type,Q189118,Alpha cells
Q101404914,False,human alpha cell,79.0,cell type,Q189118,Alpha cells
Q247101,True,melanocyte,100.0,cell type,Q189118,Melanocytes
Q735343,True,Müller glia,100.0,cell type,Q189118,Müller cells
Q7631123,False,Subependymoma,32.0,[],,Ependymal cells
Q1047227,False,cardiomyocyte,73.0,cell type,Q189118,Myocytes
Q66508979,False,smooth muscle cell,64.0,cell type,Q189118,Myocytes
Q101405209,False,human peripheral blood mononuclear cell,92.0,cell type,Q189118,Peripheral blood mononuclear cells
Q104416343,False,mouse peripheral blood mononuclear cell,92.0,cell type,Q189118,Peripheral blood mononuclear cells
Q193529,True,T-lymphocytes,100.0,cell type,Q189118,T cells
Q3077796,False,Gamma delta T cell,82.0,cell type,Q189118,T cells
Q224930,False,natural killer T cell,80.0,cell type,Q189118,T cells
Q5464650,False,Follicular B Helper T cells,44.0,cell type,Q189118,T cells
Q15220362,False,myeloid-derived suppressor cells,42.0,cell type,Q189118,T cells
Q3866857,False,gamma motor neuron,93.0,cell type,Q189118,Motor neurons
Q3875059,False,upper motor neuron,81.0,cell type,Q189118,Motor neurons
Q2596226,True,juxtaglomerular cell,100.0,cell type,Q189118,Juxtaglomerular cells
Q101404858,False,human juxtaglomerular cell,88.0,cell type,Q189118,Juxtaglomerular cells
Q104416138,False,mouse juxtaglomerular cell,88.0,cell type,Q189118,Juxtaglomerular cells
Q5376332,False,Endogenous cardiac stem cell,100.0,cell type,Q189118,Cardiac stem and precursor cells
Q104416279,False,mouse cardiac stem and precursor cell,93.0,cell type,Q189118,Cardiac stem and precursor cells
Q101405076,False,human cardiac stem and precursor cell,91.0,cell type,Q189118,Cardiac stem and precursor cells
Q428914,True,myocyte,96.0,cell type,Q189118,Muscle cells
Q1047227,False,cardiomyocyte,71.0,cell type,Q189118,Muscle cells
,False,,,,,Thymocytes
Q101062509,True,Urothelial cell,100.0,cell type,Q189118,Urothelial cells
Q104416156,False,mouse urothelial cell,86.0,cell type,Q189118,Urothelial cells
Q101404883,False,human urothelial cell,84.0,cell type,Q189118,Urothelial cells
Q101405110,False,human follicular cell,84.0,cell type,Q189118,Follicular cells
Q104416310,False,mouse follicular cell,84.0,cell type,Q189118,Follicular cells
Q5464650,False,Follicular B Helper T cells,78.0,cell type,Q189118,Follicular cells
Q2631550,False,follicular dendritic cells,76.0,cell type,Q189118,Follicular cells
Q2621407,False,delta cell,95.0,cell type,Q189118,Delta cells
Q101404889,False,human delta cell,79.0,cell type,Q189118,Delta cells
Q104416162,False,mouse delta cell,79.0,cell type,Q189118,Delta cells
Q3077796,False,Gamma delta T cell,76.0,cell type,Q189118,Delta cells
Q1997459,True,hepatic stellate cells,100.0,cell type,Q189118,Hepatic stellate cells
Q1340349,True,enterocyte,100.0,cell type,Q189118,Enterocytes
Q104416147,False,mouse tuft cell,80.0,cell type,Q189118,Tuft cells
Q101404870,False,human tuft cell,77.0,cell type,Q189118,Tuft cells
Q101404871,False,human tuft cell,77.0,cell type,Q189118,Tuft cells
Q2004084,True,Paneth cell,100.0,gland,Q9647,Paneth cells
Q5380231,True,enteroendocrine cell,100.0,cell type,Q189118,Enteroendocrine cells
Q66592466,True,Foveolar cell of stomach,100.0,cell type,Q189118,Foveolar cells
Q101405056,False,human foveolar cell,82.0,cell type,Q189118,Foveolar cells
Q104416261,False,mouse foveolar cell,82.0,cell type,Q189118,Foveolar cells
Q104416143,False,mouse parietal cell,85.0,cell type,Q189118,Parietal cells
Q101404866,False,human parietal cell,82.0,cell type,Q189118,Parietal cells
Q1513812,False,Pneumocyte,95.0,cell type,Q189118,Pneumocytes
Q104416136,False,mouse basal cell,81.0,cell type,Q189118,Basal cells
Q101062513,False,Basal cell of the skin,67.0,cell type,Q189118,Basal cells
Q101062516,False,Bergmann glia cell,84.0,cell type,Q189118,Bergmann glia
Q101404920,False,human bergmann glia,81.0,cell type,Q189118,Bergmann glia
Q104416189,False,mouse bergmann glia,81.0,cell type,Q189118,Bergmann glia
Q101062519,True,Oval cell,100.0,cell type,Q189118,Oval cells
Q101062522,True,Loop of Henle cell,100.0,cell type,Q189118,Loop of Henle cells
Q101405109,False,human loop of Henle cell,86.0,cell type,Q189118,Loop of Henle cells
Q104416308,False,mouse loop of henle cell,86.0,cell type,Q189118,Loop of Henle cells
Q101405088,False,human distal tubule cell,86.0,cell type,Q189118,Distal tubule cells
Q104416290,False,mouse distal tubule cell,86.0,cell type,Q189118,Distal tubule cells
Q66568836,False,epithelial cell of distal tubule,71.0,cell type,Q189118,Distal tubule cells
Q66592471,True,Intercalated cell of collecting duct of renal tubule,100.0,cell type,Q189118,Intercalated cells
Q101404915,False,human intercalated cell,86.0,cell type,Q189118,Intercalated cells
Q104416185,False,mouse intercalated cell,86.0,cell type,Q189118,Intercalated cells
Q16247997,False,Intercalated cells of the amygdala,69.0,cell type,Q189118,Intercalated cells
Q3331086,True,mesangial cell,100.0,cell type,Q189118,Mesangial cells
Q101062526,True,Principal cell,100.0,cell type,Q189118,Principal cells
Q101062528,True,Kidney progenitor cell,100.0,cell type,Q189118,Kidney progenitor cells
Q101405120,False,human kidney progenitor cell,88.0,cell type,Q189118,Kidney progenitor cells
Q104416319,False,mouse kidney progenitor cell,88.0,cell type,Q189118,Kidney progenitor cells
Q281579,True,germ cell,100.0,cell type,Q189118,Germ cells
Q70300883,False,plant germ cells,77.0,cell type,Q189118,Germ cells
Q70202808,False,embryonic germ cells,67.0,cell type,Q189118,Germ cells
Q195614,True,Sertoli cell,96.0,cell type,Q189118,Sertoli cells
,False,,,,,Large luteal cells
Q70203021,True,cumulus cells,100.0,cell type,Q189118,Granulosa cells
Q636846,True,Leydig cell,100.0,cell type,Q189118,Leydig cells
Q104416198,False,mouse trophoblast cell,87.0,cell type,Q189118,Trophoblast cells
Q4381253,True,stromal cells,100.0,cell type,Q189118,Stromal cells
Q1922379,False,mesenchymal stem cells,70.0,cell type,Q189118,Stromal cells
Q101062563,False,Bone marrow stromal cell,68.0,cell type,Q189118,Stromal cells
Q66004840,False,bone marrow cells,53.0,cell type,Q189118,Stromal cells
Q357519,True,adipocyte,100.0,cell type,Q189118,Adipocytes
Q66590134,False,white adipocyte,77.0,cell type,Q189118,Adipocytes
Q101062531,False,Adipocyte progenitor cell,100.0,cell type,Q189118,Adipocyte progenitor cells
Q104416212,False,mouse adipocyte progenitor cell,91.0,cell type,Q189118,Adipocyte progenitor cells
Q101404942,False,human adipocyte progenitor cell,90.0,cell type,Q189118,Adipocyte progenitor cells
Q101062534,False,Osteoclast precursor cell,100.0,cell type,Q189118,Osteoclast precursor cells
Q104416274,False,mouse osteoclast precursor cell,91.0,cell type,Q189118,Osteoclast precursor cells
Q101405070,False,human osteoclast precursor cell,90.0,cell type,Q189118,Osteoclast precursor cells
Q3269473,True,Naive B cell,96.0,cell type,Q189118,B cells naive
Q104416287,False,mouse b cell naive,84.0,cell type,Q189118,B cells naive
Q101405085,False,human b cell naive,81.0,cell type,Q189118,B cells naive
Q376266,True,cytotoxic T cell,97.0,cell type,Q189118,T cytotoxic cells
Q101405113,False,human t cytotoxic cell,85.0,cell type,Q189118,T cytotoxic cells
Q104416313,False,mouse t cytotoxic cell,85.0,cell type,Q189118,T cytotoxic cells
Q104416213,False,mouse hemangioblast,85.0,cell type,Q189118,Hemangioblasts
Q104416214,False,mouse hemangioblast,85.0,cell type,Q189118,Hemangioblasts
Q101404945,False,human hemangioblast,82.0,cell type,Q189118,Hemangioblasts
Q101062538,False,Endothelial cell (blood brain barrier),100.0,cell type,Q189118,Endothelial cells (blood brain barrier)
Q101405062,False,human endothelial cell (blood brain barrier),92.0,cell type,Q189118,Endothelial cells (blood brain barrier)
Q104416266,False,mouse endothelial cell (blood brain barrier),92.0,cell type,Q189118,Endothelial cells (blood brain barrier)
Q500446,True,pericytes,100.0,cell type,Q189118,Pericytes
Q104416267,False,mouse pancreatic progenitor cell,92.0,cell type,Q189118,Pancreatic progenitor cells
Q101405063,False,human pancreatic progenitor cell,90.0,cell type,Q189118,Pancreatic progenitor cells
Q5311600,True,Ductal cells,100.0,cell type,Q189118,Ductal cells
Q101404956,False,human ductal cell,80.0,cell type,Q189118,Ductal cells
Q104416223,False,mouse ductal cell,80.0,cell type,Q189118,Ductal cells
Q5104283,True,Cholangiocyte,100.0,cell type,Q189118,Cholangiocytes
Q104416247,False,mouse cholangiocyte,85.0,cell type,Q189118,Cholangiocytes
Q101405042,False,human cholangiocyte,82.0,cell type,Q189118,Cholangiocytes
Q15176415,True,epithelial cell,100.0,cell type,Q189118,Epithelial cells
Q66558811,False,alveolar epithelial cell,78.0,cell type,Q189118,Epithelial cells
Q101003165,False,Multinuclear myocyte,98.0,cell type,Q189118,Multinuclear myocytes
Q101405208,False,human multinuclear myocyte,88.0,cell type,Q189118,Multinuclear myocytes
Q104416326,False,mouse multinuclear myocyte,88.0,cell type,Q189118,Multinuclear myocytes
Q428914,False,myocyte,50.0,cell type,Q189118,Multinuclear myocytes
Q101062540,True,Mononuclear myocyte,100.0,cell type,Q189118,Mononuclear myocytes
Q101062544,False,Vascular smooth muscle cell,100.0,cell type,Q189118,Vascular smooth muscle cells
Q104416207,False,mouse vascular smooth muscle cell,92.0,cell type,Q189118,Vascular smooth muscle cells
Q101404937,False,human vascular smooth muscle cell,90.0,cell type,Q189118,Vascular smooth muscle cells
Q101062553,False,Pulmonary vascular smooth muscle cell,85.0,cell type,Q189118,Vascular smooth muscle cells
Q104416224,False,mouse pulmonary vascular smooth muscle cell,79.0,cell type,Q189118,Vascular smooth muscle cells
Q101062548,False,Airway smooth muscle cell,100.0,cell type,Q189118,Airway smooth muscle cells
Q104416311,False,mouse airway smooth muscle cell,91.0,cell type,Q189118,Airway smooth muscle cells
Q101405111,False,human airway smooth muscle cell,90.0,cell type,Q189118,Airway smooth muscle cells
Q101062553,False,Pulmonary vascular smooth muscle cell,100.0,cell type,Q189118,Pulmonary vascular smooth muscle cells
Q104416224,False,mouse pulmonary vascular smooth muscle cell,94.0,cell type,Q189118,Pulmonary vascular smooth muscle cells
Q101404955,False,human pulmonary vascular smooth muscle cell,93.0,cell type,Q189118,Pulmonary vascular smooth muscle cells
Q101062559,True,Purkinje fiber cell,100.0,cell type,Q189118,Purkinje fiber cells
Q101404887,False,human purkinje fiber cell,87.0,cell type,Q189118,Purkinje fiber cells
Q104416160,False,mouse purkinje fiber cell,87.0,cell type,Q189118,Purkinje fiber cells
Q101003168,True,His bundle cell,97.0,cell type,Q189118,His bundle cells
Q101404892,False,human his bundle cell,84.0,cell type,Q189118,His bundle cells
Q104416164,False,mouse his bundle cell,84.0,cell type,Q189118,His bundle cells
Q101062563,True,Bone marrow stromal cell,100.0,cell type,Q189118,Bone marrow stromal cells
Q813622,True,goblet cell,96.0,cell type,Q189118,Goblet cells
Q101062600,False,Airway goblet cell,77.0,cell type,Q189118,Goblet cells
Q101062568,True,Hepatoblast,100.0,cell type,Q189118,Hepatoblasts
Q104416180,False,mouse hepatoblast,83.0,cell type,Q189118,Hepatoblasts
Q101404910,False,human hepatoblast,80.0,cell type,Q189118,Hepatoblasts
Q1500732,True,interneuron,100.0,cell type,Q189118,Interneurons
Q1623344,True,Langerhans cell,100.0,cell type,Q189118,Langerhans cells
Q1570264,True,Merkel cell,100.0,cell type,Q189118,Merkel cells
Q101404933,False,human merkel cell,80.0,cell type,Q189118,Merkel cells
Q104416202,False,mouse merkel cell,80.0,cell type,Q189118,Merkel cells
,False,,,,,Mesothelial cells
Q104416194,False,mouse myoepithelial cell,88.0,cell type,Q189118,Myoepithelial cells
Q1467330,True,myofibroblast,100.0,cell type,Q189118,Myofibroblasts
Q70913412,False,human myofibroblasts,82.0,cell type,Q189118,Myofibroblasts
Q74560,True,spermatozoon,100.0,cell type,Q189118,Spermatozoa
Q101405053,False,human spermatozoa,79.0,cell type,Q189118,Spermatozoa
Q104416259,False,mouse spermatozoa,79.0,cell type,Q189118,Spermatozoa
Q101003191,False,spermatocyte and spermatozoa,56.0,cell type,Q189118,Spermatozoa
Q101405207,False,human spermatocyte and spermatozoa,49.0,cell type,Q189118,Spermatozoa
Q104416327,False,mouse spermatocyte and spermatozoa,49.0,cell type,Q189118,Spermatozoa
Q109186,False,swelling,21.5,[],,Transient cells
Q28455175,False,Ventricular zone,19.5,[],,Transient cells
Q101062572,True,Mammary epithelial cell,100.0,cell type,Q189118,Mammary epithelial cells
Q101003191,False,spermatocyte and spermatozoa,100.0,cell type,Q189118,Spermatocyte and Spermatozoa
Q101405207,False,human spermatocyte and spermatozoa,90.0,cell type,Q189118,Spermatocyte and Spermatozoa
Q104416327,False,mouse spermatocyte and spermatozoa,90.0,cell type,Q189118,Spermatocyte and Spermatozoa
Q101003191,False,spermatocyte and spermatozoa,98.0,cell type,Q189118,Spermatocytes and Spermatozoa
Q101405207,False,human spermatocyte and spermatozoa,89.0,cell type,Q189118,Spermatocytes and Spermatozoa
Q104416327,False,mouse spermatocyte and spermatozoa,89.0,cell type,Q189118,Spermatocytes and Spermatozoa
Q3486515,True,spermatocyte,100.0,cell type,Q189118,Spermatocytes
Q101404900,False,human spermatocyte,81.0,cell type,Q189118,Spermatocytes
Q104416173,False,mouse spermatocyte,81.0,cell type,Q189118,Spermatocytes
,False,,,,,Unknown kidney cell type 1
Q223143,True,granulocyte,100.0,cell type,Q189118,Granulocytes
Q188417,False,neutrophil,69.0,cell type,Q189118,Granulocytes
Q101062576,True,Endothelial cells (brain),100.0,cell type,Q189118,Endothelial cells (brain)
Q101062538,False,Endothelial cell (blood brain barrier),77.0,cell type,Q189118,Endothelial cells (brain)
Q101405062,False,human endothelial cell (blood brain barrier),70.0,cell type,Q189118,Endothelial cells (brain)
Q104416266,False,mouse endothelial cell (blood brain barrier),70.0,cell type,Q189118,Endothelial cells (brain)
Q66572893,True,retinal pigment epithelial cell,100.0,cell type,Q189118,Retinal epithelial cells
Q101405213,False,human retinal epithelial cell,89.0,cell type,Q189118,Retinal epithelial cells
Q104416345,False,mouse retinal epithelial cell,89.0,cell type,Q189118,Retinal epithelial cells
Q101062580,False,Retinal progenitor cell,100.0,cell type,Q189118,Retinal progenitor cells
Q104416182,False,mouse retinal progenitor cell,91.0,cell type,Q189118,Retinal progenitor cells
Q101404912,False,human retinal progenitor cell,89.0,cell type,Q189118,Retinal progenitor cells
Q748049,True,photoreceptor cell,100.0,cell type,Q189118,Photoreceptor cells
Q70081735,False,vertebrate photoreceptor cells,78.0,cell type,Q189118,Photoreceptor cells
Q505544,False,rod cell,76.0,cell type,Q189118,Photoreceptor cells
Q101062584,True,Peri-islet Schwann cell,100.0,cell type,Q189118,Peri-islet Schwann cells
Q101404867,False,human peri-islet schwann cell,89.0,cell type,Q189118,Peri-islet Schwann cells
Q104416144,False,mouse peri-islet schwann cell,89.0,cell type,Q189118,Peri-islet Schwann cells
,False,,,,,Undefined placental cells
Q101003254,False,Anterior pituitary gland cell,98.0,cell type,Q189118,Anterior pituitary gland cells
Q101405034,False,human anterior pituitary gland cell,91.0,cell type,Q189118,Anterior pituitary gland cells
Q104416238,False,mouse anterior pituitary gland cell,91.0,cell type,Q189118,Anterior pituitary gland cells
Q101062590,True,Trigeminal neuron,100.0,cell type,Q189118,Trigeminal neurons
Q101404857,False,human trigeminal neuron,86.0,cell type,Q189118,Trigeminal neurons
Q104416137,False,mouse trigeminal neuron,86.0,cell type,Q189118,Trigeminal neurons
,False,,,,,Undefined pancreas cells 1
Q101003314,True,theca cell,100.0,cell type,Q189118,Theca cells
Q104416339,False,mouse theca cell,81.0,cell type,Q189118,Theca cells
Q101405210,False,human theca cell,79.0,cell type,Q189118,Theca cells
Q101062592,True,Endothelial cell (lungs),100.0,cell type,Q189118,Endothelial cells (lungs)
Q101062595,True,Fibroblast (lungs),100.0,cell type,Q189118,Fibroblasts (lungs)
Q448687,True,alveolar macrophage,100.0,cell type,Q189118,Alveolar macrophages
Q101405064,False,human alveolar macrophages,87.0,cell type,Q189118,Alveolar macrophages
Q104416268,False,mouse alveolar macrophages,87.0,cell type,Q189118,Alveolar macrophages
Q101062600,True,Airway goblet cell,100.0,cell type,Q189118,Airway goblet cells
Q101405090,False,human airway goblet cell,86.0,cell type,Q189118,Airway goblet cells
Q104416292,False,mouse airway goblet cell,86.0,cell type,Q189118,Airway goblet cells
Q101404896,False,human choroid plexus cell,87.0,cell type,Q189118,Choroid plexus cells
Q104416168,False,mouse choroid plexus cell,87.0,cell type,Q189118,Choroid plexus cells
