id,match,name,score,type,type_id,input_value
Q182228,False,brain stem,71.0,anatomical structure,Q4936952,Brain
Q822050,False,white matter,50.0,anatomical structure,Q4936952,Brain
Q2464312,False,Albert Einstein's brain,48.0,human brain,Q492038,Brain
Q1319792,False,corpus striatum,43.0,brain region,Q1620186,Brain
Q1476178,False,nucleus accumbens,42.0,brain region,Q1620186,Brain
Q2603645,False,entorhinal cortex,37.0,brain region,Q1620186,Brain
Q2083654,False,iliopsoas,67.0,muscle organ,Q7365,Muscle
Q526403,False,anconeus muscle,63.0,muscle organ,Q7365,Muscle
Q1954164,False,soleus muscle,63.0,muscle organ,Q7365,Muscle
Q597112,False,nasalis muscle,60.0,muscle organ,Q7365,Muscle
Q743294,False,serratus anterior muscle,60.0,muscle organ,Q7365,Muscle
Q725408,False,masseter muscle,57.0,muscle organ,Q7365,Muscle
Q841536,False,risorius muscle,57.0,muscle organ,Q7365,Muscle
Q943203,False,gastrocnemius muscle,57.0,muscle organ,Q7365,Muscle
Q526239,False,plantaris muscle,55.0,muscle organ,Q7365,Muscle
Q645694,False,digastric muscle,55.0,muscle organ,Q7365,Muscle
Q927901,False,mylohyoid muscle,55.0,muscle organ,Q7365,Muscle
Q232358,False,tendon,53.0,anatomical structure,Q4936952,Muscle
Q504536,False,quadriceps femoris muscle,53.0,muscle organ,Q7365,Muscle
Q846480,False,buccinator muscle,52.0,muscle organ,Q7365,Muscle
Q899783,False,stylohyoid muscle,52.0,muscle organ,Q7365,Muscle
Q545030,False,corrugator supercilii muscle,50.0,muscle organ,Q7365,Muscle
Q19087,False,infraspinatus muscle,48.0,muscle organ,Q7365,Muscle
Q130050,False,subscapularis muscle,48.0,muscle organ,Q7365,Muscle
Q532798,False,pectoralis major,44.0,muscle organ,Q7365,Muscle
Q730359,False,coracobrachialis muscle,44.0,muscle organ,Q7365,Muscle
Q932571,False,thyroarytenoid muscle,44.0,muscle organ,Q7365,Muscle
Q1386945,False,fibularis longus,44.0,muscle organ,Q7365,Muscle
Q1757887,False,fibularis tertius,44.0,muscle organ,Q7365,Muscle
Q83379,False,triceps brachii muscle,43.0,muscle organ,Q7365,Muscle
Q755141,False,levator scapulae muscle,42.0,muscle organ,Q7365,Muscle
Q988343,False,blood vessel,73.0,anatomical structure,Q4936952,Blood
Q111140,False,endothelium,40.0,tissue,Q40397,Blood
Q2576226,False,rib cage,86.0,anatomical structure,Q4936952,Rib
Q42244,False,ribosome,60.0,cellular component,Q5058355,Rib
Q269345,False,lamella,44.0,fungal structure,Q56883667,Rib
Q964519,False,cervical rib,40.0,rib,Q196672,Rib
Q417662,False,ribonucleoprotein,33.0,group or class of chemical substances,Q17339814,Rib
Q9384,True,testicle,100.0,anatomical structure,Q4936952,Testis
Q98129203,False,RT-testis,80.0,cell line,Q21014462,Testis
Q54955726,False,ST,67.0,cell line,Q21014462,Testis
Q55790240,False,fetal brain disruption sequence,26.0,[],,Fetal brain
Q163987,True,thymus,100.0,anatomical structure,Q4936952,Thymus
Q1120914,False,placenta,100.0,plant structure,Q20011319,Placenta
Q1212935,False,placenta,100.0,organ,Q712378,Placenta
Q172563,False,umbilical cord,50.0,anatomical structure,Q4936952,Placenta
Q191341,False,pulmonary alveolus,47.0,anatomical structure,Q4936952,Lung
Q54834890,False,FHK-78,73.0,cell line,Q21014462,Fetal kidney
Q613203,False,calvaria,50.0,[],,Calvaria
Q66574017,False,external table of calvaria,25.0,[],,Calvaria
Q66574019,False,internal table of calvaria,25.0,[],,Calvaria
Q66543234,False,internal surface of calvaria,22.0,[],,Calvaria
Q66543235,False,external surface of calvaria,22.0,[],,Calvaria
Q9377,True,kidney,100.0,anatomical structure,Q4936952,Kidney
Q955020,False,renal pelvis,63.0,anatomical structure,Q4936952,Kidney
Q909882,False,glomerulus,52.0,anatomical structure,Q4936952,Kidney
Q2916078,False,proximal tubule,43.0,anatomical structure,Q4936952,Kidney
Q9371,True,spleen,100.0,anatomical structure,Q4936952,Spleen
Q7831078,False,trabecular veins,27.0,vein,Q9609,Spleen
Q54906000,False,MM-1,0.0,cell line,Q21014462,Spleen
Q9618,True,pancreas,100.0,gland,Q9647,Pancreas
Q728309,False,islet of Langerhans,64.0,anatomical structure,Q4936952,Pancreas
Q50265665,False,insulin,38.0,protein complex,Q420927,Pancreas
,False,,,,,Fetal intestine
,False,,,,,Fetal stomach
Q9368,True,liver,100.0,anatomical structure,Q4936952,Liver
Q54835017,False,FLuDero,53.0,cell line,Q21014462,Fetal lung
Q1029907,True,stomach,100.0,anatomical structure,Q4936952,Stomach
Q104224729,False,pork stomach,78.0,offal,Q157484,Stomach
Q3270352,False,body of stomach,64.0,anatomical structure,Q4936952,Stomach
Q2449197,False,fundus,58.0,anatomical structure,Q4936952,Stomach
Q67591222,False,mesenchymal stem cell transplantation,36.0,[],,Mesenchymal stem cell
,False,,,,,Fetal gonad
Q1074,True,skin,100.0,anatomical structure,Q4936952,Skin
Q212743,False,epidermis,50.0,anatomical structure,Q4936952,Skin
Q54834972,False,FL5.12,67.0,cell line,Q21014462,Fetal liver
Q54583049,False,2012,0.0,cell line,Q21014462,Fetal liver
Q9631,False,ovary,100.0,anatomical structure,Q4936952,Ovary
Q148515,False,ovary,100.0,plant structure,Q20011319,Ovary
Q93432716,False,BT-B,71.0,cell line,Q21014462,Trophoblast
Q130983,True,cerebellum,100.0,brain region,Q1620186,Cerebellum
Q9612,True,uterus,100.0,anatomical structure,Q4936952,Uterus
Q666412,False,cervix,57.0,organ,Q712378,Uterus
Q1233836,False,fallopian tube,53.0,anatomical structure,Q4936952,Uterus
Q54992224,False,UtE1104,46.0,cell line,Q21014462,Uterus
Q189033,True,medulla oblongata,100.0,brain region,Q1620186,Medulla oblongata
Q184215,True,thalamus,100.0,brain region,Q1620186,Thalamus
Q3519438,False,human thalamus,73.0,brain region,Q1620186,Thalamus
Q7623541,False,stria medullaris of thalamus,44.0,anatomical structure,Q4936952,Thalamus
Q1395415,False,spinal ganglia,50.0,[],,Dorsal root ganglion
Q70313301,False,hippocampal CA3 region,55.0,brain region,Q1620186,Hippocampus
Q644945,False,olfactory bulb,33.0,biogenic substance,Q289472,Hippocampus
Q66575252,False,dorsal striatum,50.0,[],,Dorsal striatum
Q7920296,True,ventral striatum,100.0,brain region,Q1620186,Ventral striatum
Q545787,True,dentate gyrus,100.0,gyrus,Q1758383,Dentate gyrus
Q21132854,False,dentate gyrus mossy fiber,68.0,cellular component,Q5058355,Dentate gyrus
Q70061154,False,hippocampal CA1 region,81.0,brain region,Q1620186,Hippocampus (ca1)
Q1977414,False,Neo Cortex,50.0,[],,Neo-cortex
Q9606,True,spinal cord,100.0,anatomical structure,Q4936952,Spinal cord
Q192570,True,pons,100.0,brain region,Q1620186,Pons
Q164386,True,hypothalamus,100.0,anatomical structure,Q4936952,Hypothalamus
Q444192,False,Paraventricular nucleus of hypothalamus,49.0,brain region,Q1620186,Hypothalamus
Q1156516,False,suprachiasmatic nucleus,34.0,brain region,Q1620186,Hypothalamus
Q7850864,False,tuberomammillary nucleus,33.0,neural nucleus,Q1934178,Hypothalamus
Q338924,True,amygdala,100.0,brain region,Q1620186,Amygdala
Q644945,False,olfactory bulb,29.0,biogenic substance,Q289472,Amygdala
Q644945,True,olfactory bulb,100.0,biogenic substance,Q289472,Olfactory bulb?
Q1503804,False,Parinaud's syndrome,38.5,[],,Dorsal midbrain
Q75839,False,cerebral cortex,64.0,brain region,Q1620186,Cortex 1
Q18696,False,motor cortex,63.0,cortex,Q2346577,Cortex 1
Q75785,False,visual cortex,63.0,anatomical structure,Q4936952,Cortex 1
Q644945,False,olfactory bulb,36.0,biogenic substance,Q289472,Cortex 1
Q185080,False,mesencephalon,100.0,brain region,Q1620186,Mesencephalon?
Q42303829,False,mesencephalon,100.0,embryonic structure,Q30062554,Mesencephalon?
Q644945,True,olfactory bulb,100.0,biogenic substance,Q289472,Olfactory bulb
,False,,,,,Cortex 3
Q19065,False,adrenal cortex,67.0,anatomical structure,Q4936952,Cortex 2
Q644945,False,olfactory bulb,36.0,biogenic substance,Q289472,Cortex 2
Q64926247,False,somatosensory cortex,50.0,[],,Somatosensory cortex
Q30587611,False,primary somatosensory cortex,42.0,[],,Somatosensory cortex
Q13217355,False,secondary somatosensory cortex,40.0,[],,Somatosensory cortex
Q4863332,False,Barrel cortex,18.0,[],,Somatosensory cortex
Q586582,True,enteric nervous system,100.0,anatomical structure,Q4936952,Enteric nervous system
Q187215,True,sympathetic nervous system,100.0,anatomical structure,Q4936952,Sympathetic nervous system
,False,,,,,"Cortex, hippocampus and subventricular zone"
Q178999,False,axon,82.0,cellular component,Q5058355,Neurons
Q14645696,False,neuronal cell body,75.0,cellular component,Q5058355,Neurons
Q7364,False,eye,60.0,anatomical structure,Q4936952,Neurons
Q187181,False,synapse,56.0,cellular component,Q5058355,Neurons
Q12821248,False,dendrite,50.0,cellular component,Q5058355,Neurons
,False,,,,,Mammary epithelial cells
Q876089,True,left ventricle,100.0,anatomical structure,Q4936952,Left Ventricle
Q63100844,False,microglial inhibitor,31.0,[],,Microglia
,False,,,,,Intestinal crypt epithelium
,False,,,,,Human embryo forebrain
,False,,,,,Neonatal mouse stomach explants
,False,,,,,Neonatal mouse stomach organoid
,False,,,,,Airway submucosal glandular epithelial cells
,False,,,,,Epithelial cells in airway luminal surface
,False,,,,,Stomach organoid
,False,,,,,Arcuate-median eminence
Q54834890,False,FHK-78,73.0,cell line,Q21014462,Fetal kidney
,False,,,,,Lks+ hematopoietic stem cells
,False,,,,,Mammary gland epithelium cell
,False,,,,,Lsk cells from bone marrow
Q95987909,False,ME,15.0,cell line,Q21014462,Hepatocellular carcinoma
Q54078803,False,J5,7.0,cell line,Q21014462,Hepatocellular carcinoma
Q54898521,False,JB1,0.0,cell line,Q21014462,Hepatocellular carcinoma
Q102113582,False,B1,0.0,cell line,Q21014462,Hepatocellular carcinoma
,False,,,,,Peripheral blood mononuclear cell
,False,,,,,Pulmonary alveolar type i cells
,False,,,,,Kidney organoids
Q776290,False,sentinel lymph node,69.0,lymph node,Q170758,Lymph node
Q4982430,False,Buccinator lymph node,65.0,lymph node,Q170758,Lymph node
Q7643295,False,superficial lymph node,62.0,lymph node,Q170758,Lymph node
Q6459234,False,LNCaP,43.0,cell line,Q21014462,Lymph node
,False,,,,,Pulmonary alveolar type ii cells
Q54903459,False,M12,84.0,cell line,Q21014462,Melanoma
Q54831200,False,DM14,67.0,cell line,Q21014462,Melanoma
Q98125878,False,DM12,67.0,cell line,Q21014462,Melanoma
Q4833719,False,B-cell lymphoma,32.0,[],,B cells
Q58689109,False,Pre-B Cell receptors,26.0,[],,B cells
Q18554999,False,B cell deficiency,25.0,[],,B cells
Q26492840,False,B-cell childhood acute lymphoblastic leukemia,22.0,[],,B cells
Q54931893,False,OHK,12.0,cell line,Q21014462,Ovarian tumor
Q182228,False,brain stem,71.0,anatomical structure,Q4936952,Brain
Q822050,False,white matter,50.0,anatomical structure,Q4936952,Brain
Q2464312,False,Albert Einstein's brain,48.0,human brain,Q492038,Brain
Q1319792,False,corpus striatum,43.0,brain region,Q1620186,Brain
Q1476178,False,nucleus accumbens,42.0,brain region,Q1620186,Brain
Q2603645,False,entorhinal cortex,37.0,brain region,Q1620186,Brain
Q2307492,True,renal cortex,100.0,anatomical structure,Q4936952,Renal cortex
Q54835551,False,GEK,86.0,cell line,Q21014462,Embryonic kidney
,False,,,,,Whole kidney
Q10385444,False,heart neoplasm,31.0,[],,Tumor
Q18558073,False,liver neoplasm,31.0,[],,Tumor
Q12078,False,cancer,29.5,[],,Tumor
Q172341,False,ovarian cancer,29.5,[],,Tumor
Q1737977,False,germ cell tumor,29.5,[],,Tumor
Q181257,False,prostate cancer,28.0,[],,Tumor
Q422445,False,tumor suppressor gene,28.0,[],,Tumor
Q1637543,False,carcinogenesis,28.0,[],,Tumor
Q1786513,False,craniopharyngioma,28.0,[],,Tumor
Q369157,False,meningioma,26.5,[],,Tumor
Q861028,False,hemangioma,26.5,[],,Tumor
Q504775,False,bladder cancer,25.0,[],,Tumor
Q66205818,False,tumor biomarkers,25.0,[],,Tumor
Q356058,False,adenomatoid tumor,24.0,[],,Tumor
Q689985,False,lipoma,24.0,[],,Tumor
Q1365309,False,glioma,24.0,[],,Tumor
Q852423,False,laryngeal cancer,23.0,[],,Tumor
Q944777,False,endometrial cancer,22.5,[],,Tumor
Q4271422,False,mediastinal neoplasm,22.5,[],,Tumor
Q4667534,False,leiomyoma,22.0,[],,Tumor
Q1786433,False,tumor microenvironment,21.5,[],,Tumor
Q33525,False,carcinoma,20.0,[],,Tumor
Q192102,False,skin cancer,20.0,[],,Tumor
Q160105,False,cervical cancer,19.0,[],,Tumor
Q1318384,False,oligodendroglioma,18.5,[],,Tumor
Q1074839,False,atrium,62.0,anatomical structure,Q4936952,Heart
Q3384920,False,Embryoid body,50.0,[],,Embryoid body
Q41514940,False,esBAF complex,64.0,cellular component,Q5058355,Embryonic stem cell
Q913628,True,lacrimal gland,100.0,anatomical structure,Q4936952,Lacrimal gland
,False,,,,,Umbilical vein endothelial cells
Q3384920,False,Embryoid body,50.0,[],,Embryoid body
,False,,,,,Breast epithelium
Q546523,True,bone marrow,100.0,tissue,Q40397,Bone marrow
Q54905839,False,ML-1,27.0,cell line,Q21014462,Bone marrow
Q54749154,False,ALC,14.0,cell line,Q21014462,Bone marrow
Q54872129,False,H4-1,13.0,cell line,Q21014462,Bone marrow
Q54817183,False,D2,0.0,cell line,Q21014462,Bone marrow
Q169342,True,retina,100.0,anatomical structure,Q4936952,Retina
Q489722,False,central retinal artery,60.0,artery,Q9655,Retina
Q747023,False,macula of retina,60.0,anatomical structure,Q4936952,Retina
Q14859539,False,photoreceptor inner segment,29.0,cellular component,Q5058355,Retina
,False,,,,,Medial amygdala
Q193583,False,adipose tissue,83.0,tissue,Q40397,Adipose
,False,,,,,Lateral ganglionic eminence
Q94489,False,n-gram,16.5,[],,\N
Q180544,False,prism,16.5,[],,\N
Q175943,False,photodiode,9.0,[],,\N
Q101004,True,aorta,100.0,artery,Q9655,Aorta
Q2264329,False,abdominal aorta,77.0,artery,Q9655,Aorta
Q2349469,False,ascending aorta,75.0,artery,Q9655,Aorta
Q616032,False,aortic arch,71.0,artery,Q9655,Aorta
Q616071,False,aortic valve,71.0,anatomical structure,Q4936952,Aorta
Q615993,False,thoracic aorta,67.0,artery,Q9655,Aorta
Q3270170,False,descending aorta,67.0,artery,Q9655,Aorta
Q5298763,False,dorsal aorta,62.0,artery,Q9655,Aorta
Q515917,False,brachiocephalic artery,50.0,artery,Q9655,Aorta
Q519368,False,celiac artery,47.0,artery,Q9655,Aorta
Q1163923,False,ductus arteriosus,47.0,artery,Q9655,Aorta
Q169342,True,retina,100.0,anatomical structure,Q4936952,Retina
Q489722,False,central retinal artery,60.0,artery,Q9655,Retina
Q747023,False,macula of retina,60.0,anatomical structure,Q4936952,Retina
Q14859539,False,photoreceptor inner segment,29.0,cellular component,Q5058355,Retina
,False,,,,,Neuronal epithelium
Q5376430,False,Endothelial stem cell,42.0,[],,Endothelial cells
Q215620,True,heart valve,100.0,anatomical structure,Q4936952,Heart valve
Q5558489,False,Giant retinal ganglion cells,44.0,[],,Retinal ganglion cells
Q10263076,False,Intrinsically photosensitive retinal ganglion cells,39.0,[],,Retinal ganglion cells
,False,,,,,Substantia nigra-ventral tegmental area
Q1881253,True,MCF-7,100.0,cell line,Q21014462,Breast cancer cell line
Q728309,True,islet of Langerhans,100.0,anatomical structure,Q4936952,Pancreatic islets
Q54835822,False,"Gibco CF1 Mouse Embryonic Fibroblasts, Irradiated",61.0,cell line,Q21014462,Embryonic fibroblasts
Q54835825,False,"Gibco DR4 Mouse Embryonic Fibroblasts, Irradiated",61.0,cell line,Q21014462,Embryonic fibroblasts
Q54835826,False,"Gibco ICR Mouse Embryonic Fibroblasts, Irradiated",61.0,cell line,Q21014462,Embryonic fibroblasts
Q54835823,False,"Gibco CF1 Mouse Embryonic Fibroblasts, MitC-Treated",59.0,cell line,Q21014462,Embryonic fibroblasts
Q54835819,False,"Gibco B6-Puro Mouse Embryonic Fibroblasts, Irradiated",58.0,cell line,Q21014462,Embryonic fibroblasts
Q54835820,False,"Gibco C57BL/6 Mouse Embryonic Fibroblasts, Irradiated",58.0,cell line,Q21014462,Embryonic fibroblasts
Q54835824,False,"Gibco CF6-Neo Mouse Embryonic Fibroblasts, Irradiated",58.0,cell line,Q21014462,Embryonic fibroblasts
Q54811227,False,"Gibco CF6-Neo Mouse Embryonic Fibroblasts, MitC-Treated",56.0,cell line,Q21014462,Embryonic fibroblasts
Q54835821,False,"Gibco C57BL/6 Mouse Embryonic Fibroblasts, MitC-Treated",56.0,cell line,Q21014462,Embryonic fibroblasts
Q719179,True,lateral geniculate nucleus,100.0,brain region,Q1620186,Lateral geniculate nucleus
Q1148337,False,hepatocellular carcinoma,36.5,[],,Circulating tumor cells in hepatocellular carcinoma
,False,,,,,Lung distal alveolar stromal cells
,False,,,,,Oligodendrocyte cultures
,False,,,,,CD34+ cord blood cells
Q55779842,False,neoplasm of mature T-cells or NK-cells,21.0,[],,NK cells
,False,,,,,ES-derived embryoid body
,False,,,,,Lung proximal airway stromal cells
,False,,,,,Neural stem cells from subventricular zone
,False,,,,,Embryonic mouse mammary gland
,False,,,,,Cortex CA1
,False,,,,,Mammary epithelium
Q464210,False,basal ganglia,100.0,brain region,Q1620186,Striatum
Q1319792,False,corpus striatum,100.0,brain region,Q1620186,Striatum
Q7920296,False,ventral striatum,67.0,brain region,Q1620186,Striatum
Q28472,False,hair,67.0,anatomical structure,Q4936952,Dermis
Q30029801,False,zone of skin,31.0,anatomical structure,Q4936952,Dermis
,False,,,,,Nasal airway epithelium
Q654528,False,white adipose tissue,50.0,[],,White adipose tissue
Q70307426,False,beige adipose tissue,35.0,[],,White adipose tissue
,False,,,,,Cardiac progenitor cells
,False,,,,,Leukocytes from aortas
,False,,,,,Cortical organoids
,False,,,,,Lung airway epithelial cells
,False,,,,,Foam cells from aortas
Q10334846,False,cardiac muscles,40.0,[],,Cardiac tissue
Q66590639,False,fibrocollagenous sheath of cardiac muscle tissue,22.5,[],,Cardiac tissue
Q26492839,False,T-cell childhood acute lymphocytic leukemia,22.0,[],,T cells
,False,,,,,Subcutaneous innate lymphoid cells
,False,,,,,Dermal innate lymphoid cells
,False,,,,,Epidermal innate lymphoid cells
Q7130382,False,Pancolitis,34.5,[],,Colon (Ulcerative Colitis)
Q2453464,False,colitis,24.5,[],,Colon (Ulcerative Colitis)
Q5982337,True,colon,100.0,anatomical structure,Q4936952,Colon
Q2619732,False,transverse colon,67.0,anatomical structure,Q4936952,Colon
Q2562556,False,ascending colon,62.0,anatomical structure,Q4936952,Colon
Q677253,False,sigmoid colon,59.0,anatomical structure,Q4936952,Colon
Q2562565,False,descending colon,59.0,anatomical structure,Q4936952,Colon
,False,,,,,Skeletal muscle macrophages from hindlimb
,False,,,,,Hepatocyte-derived liver progenitor-like cells
,False,,,,,Hippocampus (injury)
,False,,,,,Hippocampus (24h Sham surgery)
Q54904249,False,MCC1,29.0,cell line,Q21014462,Merkel Cell Carcinoma
Q54882896,False,HeRo,16.0,cell line,Q21014462,Merkel Cell Carcinoma
Q54906753,False,MS-1,16.0,cell line,Q21014462,Merkel Cell Carcinoma
Q98128494,False,PBMC iPSC #1,53.0,cell line,Q21014462,PBMC
Q98128495,False,PBMC iPSC #2,53.0,cell line,Q21014462,PBMC
Q98128496,False,PBMC iPSC #3,53.0,cell line,Q21014462,PBMC
Q54938366,False,PBMC1-iPS4F1,50.0,cell line,Q21014462,PBMC
Q54938370,False,PBMC2-iPS4F8,50.0,cell line,Q21014462,PBMC
Q54938371,False,PBMC2-iPS4F8 RM,42.0,cell line,Q21014462,PBMC
Q93560853,False,GENYOi004-A,42.0,cell line,Q21014462,PBMC
Q98134997,False,WT 3-PBMC-hiPSC,42.0,cell line,Q21014462,PBMC
Q98135000,False,WT 4-PBMC-hiPSC,42.0,cell line,Q21014462,PBMC
Q98135002,False,WT 5-PBMC-hiPSC,42.0,cell line,Q21014462,PBMC
Q98135004,False,WT 6-PBMC-hiPSC,42.0,cell line,Q21014462,PBMC
Q98135007,False,WT 7-PBMC-hiPSC,42.0,cell line,Q21014462,PBMC
Q98135009,False,WT 8-PBMC-hiPSC,42.0,cell line,Q21014462,PBMC
Q98135011,False,WT 9-PBMC-hiPSC,42.0,cell line,Q21014462,PBMC
Q54798412,False,BSS1-PBMC-iPS4F4,40.0,cell line,Q21014462,PBMC
Q54798416,False,BSS3-PBMC-iPS4F8,40.0,cell line,Q21014462,PBMC
Q54938369,False,PBMC1-iPS4F1 shSCR,40.0,cell line,Q21014462,PBMC
Q98128498,False,PBMC2-iPS4F8 Neo,40.0,cell line,Q21014462,PBMC
Q54798414,False,BSS2-PBMC-iPS4F24,38.0,cell line,Q21014462,PBMC
Q54938367,False,PBMC1-iPS4F1 shDLL4,38.0,cell line,Q21014462,PBMC
Q102113594,False,BBANTWi003-A,36.0,cell line,Q21014462,PBMC
Q102113598,False,BBANTWi004-B,36.0,cell line,Q21014462,PBMC
Q102113601,False,BBANTWi005-A,36.0,cell line,Q21014462,PBMC
Q102113603,False,BBANTWi005-C,36.0,cell line,Q21014462,PBMC
Q93560855,False,GENYOi005-A,32.0,cell line,Q21014462,PBMC
Q94104278,False,HES,82.0,cell line,Q21014462,Embryonic skin
Q3052544,False,olfactory epithelium,50.0,[],,Olfactory epithelium
Q11788632,False,Olfactory epithelium,50.0,[],,Olfactory epithelium
,False,,,,,NK cells from spleen
,False,,,,,NK cells from blood
,False,,,,,Bone marrow from melanoma tumor-bearing mice
Q914952,False,cord blood,50.0,[],,Umbilical cord blood
Q4232791,False,percutaneous umbilical cord blood sampling,36.0,[],,Umbilical cord blood
,False,,,,,Immortalized gonadotrope cells
,False,,,,,Splenocytes enriched for B cells
Q26492839,False,T-cell childhood acute lymphocytic leukemia,22.0,[],,T cells
Q156871,True,pituitary gland,100.0,anatomical structure,Q4936952,Pituitary gland
Q1503735,False,posterior pituitary,62.0,anatomical structure,Q4936952,Pituitary gland
Q9371,True,spleen,100.0,anatomical structure,Q4936952,Spleen
Q7831078,False,trabecular veins,27.0,vein,Q9609,Spleen
Q54906000,False,MM-1,0.0,cell line,Q21014462,Spleen
,False,,,,,SVZ-derived neural stem cells
,False,,,,,CD45+ cells
Q4778753,False,Aortic body,35.5,[],,Aortic cells
Q18556675,False,aortic disease,34.5,[],,Aortic cells
,False,,,,,Testicular cells
Q9368,True,liver,100.0,anatomical structure,Q4936952,Liver
Q9384,True,testicle,100.0,anatomical structure,Q4936952,Testicle
Q1973610,False,epididymis,67.0,sex organ,Q4620674,Testicle
Q1120914,False,placenta,100.0,plant structure,Q20011319,Placenta
Q1212935,False,placenta,100.0,organ,Q712378,Placenta
Q172563,False,umbilical cord,50.0,anatomical structure,Q4936952,Placenta
Q2531387,False,Decidua,50.0,[],,Decidua
Q66591851,False,decidua,50.0,[],,Decidua
,False,,,,,Intestinal organoid epithelial cells
,False,,,,,CD24+ CD45- neuronal cells
Q579886,True,submandibular gland,100.0,anatomical structure,Q4936952,Submandibular Gland
