id,match,name,score,type,type_id,input_value
Q66560229,False,areolar connective tissue,40.5,[],,Connective tissue
Q66572767,False,fibrous connective tissue,40.5,[],,Connective tissue
Q3268002,False,reticular connective tissue,38.5,[],,Connective tissue
Q66511547,False,irregular connective tissue,38.5,[],,Connective tissue
Q66590181,False,fibroelastic connective tissue,36.0,[],,Connective tissue
Q66590182,False,fibrocollagenous connective tissue,33.5,[],,Connective tissue
Q54943763,False,skin and connective tissue diseases,32.5,[],,Connective tissue
Q7127590,False,Palisaded neutrophilic and granulomatous dermatitis,16.5,[],,Connective tissue
Q66602902,False,Areolar connective tissue of sulcal connective tissue of fibrous ring of tricuspid valve,16.0,[],,Connective tissue
Q66602905,False,Areolar connective tissue of intersulcal connective tissue of fibrous ring of mitral valve,16.0,[],,Connective tissue
Q66602903,False,Areolar connective tissue of intersulcal connective tissue of fibrous ring of tricuspid valve,15.5,[],,Connective tissue
Q66602904,False,Areolar connective tissue of sulcal connective tissue of fibrous ring of mitral valve anulus,15.5,[],,Connective tissue
Q66505125,False,immune system,50.0,[],,Immune system
Q5327158,False,Earth immune system,40.5,[],,Immune system
Q17081105,False,Avian immune system,40.5,[],,Immune system
Q4200299,False,Ocular immune system,39.5,[],,Immune system
Q18553644,False,immune system cancer,39.5,[],,Immune system
Q3843811,False,immune disorder,38.0,[],,Immune system
Q1645075,False,adaptive immune system,37.0,[],,Immune system
Q5172465,False,Corporate immune system,36.0,[],,Immune system
Q64732757,False,immune system phenomenon,36.0,[],,Immune system
Q2518735,False,artificial immune system,35.0,[],,Immune system
Q4880726,False,behavioral immune system,35.0,[],,Immune system
Q55785867,False,rare genetic immune disease,27.5,[],,Immune system
Q18553606,False,autoimmune disease of exocrine system,26.0,[],,Immune system
Q18553609,False,autoimmune disease of musculoskeletal system,24.0,[],,Immune system
Q4826340,False,autoimmune disease of cardiovascular system,23.0,[],,Immune system
Q18553610,False,autoimmune disease of peripheral nervous system,22.0,[],,Immune system
Q73510037,False,immunological model,22.0,[],,Immune system
Q5630120,False,HLA-B63,5.0,[],,Immune system
Q94489,False,n-gram,16.5,[],,\N
Q180544,False,prism,16.5,[],,\N
Q213723,False,hypercube,16.5,[],,\N
Q175943,False,photodiode,9.0,[],,\N
Q7873,False,blood,50.0,[],,Blood
Q494268,False,blood,50.0,[],,Blood
Q166019,False,bleeding,33.5,[],,Blood
Q261327,False,thrombosis,33.5,[],,Blood
Q79749,False,blood plasma,31.0,[],,Blood
Q5445,False,anemia,29.5,[],,Blood
Q647099,False,hemoptysis,25.0,[],,Blood
Q183605,False,blood transfusion,23.5,[],,Blood
Q221694,False,blood–brain barrier,21.0,[],,Blood
Q5064096,False,cerebral blood flow,21.0,[],,Blood
Q1931577,False,thrombolysis,17.5,[],,Blood
Q55286710,False,thromboembolism,16.5,[],,Blood
Q1642137,False,hemodynamics,13.5,[],,Blood
Q3137609,False,pseudoaneurysm,12.5,[],,Blood
Q66505125,False,immune system,50.0,[],,Immune system
Q5327158,False,Earth immune system,40.5,[],,Immune system
Q17081105,False,Avian immune system,40.5,[],,Immune system
Q4200299,False,Ocular immune system,39.5,[],,Immune system
Q18553644,False,immune system cancer,39.5,[],,Immune system
Q3843811,False,immune disorder,38.0,[],,Immune system
Q1645075,False,adaptive immune system,37.0,[],,Immune system
Q5172465,False,Corporate immune system,36.0,[],,Immune system
Q64732757,False,immune system phenomenon,36.0,[],,Immune system
Q2518735,False,artificial immune system,35.0,[],,Immune system
Q4880726,False,behavioral immune system,35.0,[],,Immune system
Q55785867,False,rare genetic immune disease,27.5,[],,Immune system
Q18553606,False,autoimmune disease of exocrine system,26.0,[],,Immune system
Q18553609,False,autoimmune disease of musculoskeletal system,24.0,[],,Immune system
Q4826340,False,autoimmune disease of cardiovascular system,23.0,[],,Immune system
Q18553610,False,autoimmune disease of peripheral nervous system,22.0,[],,Immune system
Q73510037,False,immunological model,22.0,[],,Immune system
Q5630120,False,HLA-B63,5.0,[],,Immune system
Q2464312,False,Albert Einstein's brain,48.0,human brain,Q492038,Brain
Q1409015,False,heart,50.0,[],,Heart
Q5691852,False,Heart,50.0,[],,Heart
Q190805,False,heart disease,31.0,[],,Heart
Q753904,False,rheumatic fever,25.0,[],,Heart
Q933954,False,heart rate variability,25.0,[],,Heart
Q216933,False,echocardiography,23.0,[],,Heart
Q1130519,False,heart valve disease,21.0,[],,Heart
Q492905,False,diastole,16.5,[],,Heart
Q496359,False,systole,16.5,[],,Heart
Q193527,False,vomer,67.0,bone,Q265868,Bone
Q38155,False,nasal bone,62.0,flat bone,Q928150,Bone
Q16295,False,frontal bone,50.0,flat bone,Q928150,Bone
Q16370,False,human mandible,47.0,bone,Q265868,Bone
Q2464312,False,Albert Einstein's brain,48.0,human brain,Q492038,Brain
Q6140977,False,Liver,50.0,[],,Liver
Q131742,False,hepatitis,35.5,[],,Liver
Q1570466,False,liverwurst,33.5,[],,Liver
Q67873858,False,beef liver,33.5,[],,Liver
Q6058862,False,fatty liver disease,31.0,[],,Liver
Q18558073,False,liver neoplasm,31.0,[],,Liver
Q68487022,False,human liver,31.0,[],,Liver
Q623031,False,liver cancer,29.5,[],,Liver
Q1349821,False,hepatotoxicity,29.5,[],,Liver
Q6658207,False,liver injury,29.5,[],,Liver
Q929737,False,liver disease,28.0,[],,Liver
Q1148337,False,hepatocellular carcinoma,26.5,[],,Liver
Q147778,False,liver cirrhosis,25.0,[],,Liver
Q18556725,False,liver leiomyosarcoma,20.0,[],,Liver
Q18556169,False,liver rhabdomyosarcoma,18.5,[],,Liver
Q1546498,False,non-alcoholic fatty liver disease,16.5,[],,Liver
Q2335423,False,steatohepatitis,13.0,[],,Liver
Q7873,False,blood,50.0,[],,Blood
Q494268,False,blood,50.0,[],,Blood
Q166019,False,bleeding,33.5,[],,Blood
Q261327,False,thrombosis,33.5,[],,Blood
Q79749,False,blood plasma,31.0,[],,Blood
Q5445,False,anemia,29.5,[],,Blood
Q647099,False,hemoptysis,25.0,[],,Blood
Q183605,False,blood transfusion,23.5,[],,Blood
Q221694,False,blood–brain barrier,21.0,[],,Blood
Q5064096,False,cerebral blood flow,21.0,[],,Blood
Q1931577,False,thrombolysis,17.5,[],,Blood
Q55286710,False,thromboembolism,16.5,[],,Blood
Q1642137,False,hemodynamics,13.5,[],,Blood
Q3137609,False,pseudoaneurysm,12.5,[],,Blood
Q9618,True,pancreas,100.0,gland,Q9647,Pancreas
Q66505125,False,immune system,50.0,[],,Immune system
Q5327158,False,Earth immune system,40.5,[],,Immune system
Q17081105,False,Avian immune system,40.5,[],,Immune system
Q4200299,False,Ocular immune system,39.5,[],,Immune system
Q18553644,False,immune system cancer,39.5,[],,Immune system
Q3843811,False,immune disorder,38.0,[],,Immune system
Q1645075,False,adaptive immune system,37.0,[],,Immune system
Q5172465,False,Corporate immune system,36.0,[],,Immune system
Q64732757,False,immune system phenomenon,36.0,[],,Immune system
Q2518735,False,artificial immune system,35.0,[],,Immune system
Q4880726,False,behavioral immune system,35.0,[],,Immune system
Q55785867,False,rare genetic immune disease,27.5,[],,Immune system
Q18553606,False,autoimmune disease of exocrine system,26.0,[],,Immune system
Q18553609,False,autoimmune disease of musculoskeletal system,24.0,[],,Immune system
Q4826340,False,autoimmune disease of cardiovascular system,23.0,[],,Immune system
Q18553610,False,autoimmune disease of peripheral nervous system,22.0,[],,Immune system
Q73510037,False,immunological model,22.0,[],,Immune system
Q5630120,False,HLA-B63,5.0,[],,Immune system
,False,,,,,GI tract
Q1048687,False,skeletal striated muscle,50.0,[],,Skeletal muscle
Q2900588,False,Skeletal-muscle pump,43.0,[],,Skeletal muscle
Q18556168,False,skeletal muscle neoplasm,41.5,[],,Skeletal muscle
Q66589779,False,skeletal muscle fiber proper,41.5,[],,Skeletal muscle
Q18556167,False,skeletal muscle cancer,40.5,[],,Skeletal muscle
Q78189009,False,Skeletal Muscle Myosins,39.5,[],,Skeletal muscle
Q66563657,False,skeletal muscle fasciculus,36.5,[],,Skeletal muscle
Q6058407,False,Intrafusal muscle fiber,18.5,[],,Skeletal muscle
Q1898141,False,rhabdomyosarcoma,16.0,[],,Skeletal muscle
Q25615,False,connective tissue,50.0,[],,Connective tissue
Q11893325,False,Connective tissue,50.0,[],,Connective tissue
Q3312266,False,loose connective tissue,42.5,[],,Connective tissue
Q1779300,False,connective tissue disease,40.5,[],,Connective tissue
Q66511544,False,regular connective tissue,40.5,[],,Connective tissue
Q66560229,False,areolar connective tissue,40.5,[],,Connective tissue
Q66572767,False,fibrous connective tissue,40.5,[],,Connective tissue
Q3268002,False,reticular connective tissue,38.5,[],,Connective tissue
Q66511547,False,irregular connective tissue,38.5,[],,Connective tissue
Q66590181,False,fibroelastic connective tissue,36.0,[],,Connective tissue
Q66590182,False,fibrocollagenous connective tissue,33.5,[],,Connective tissue
Q54943763,False,skin and connective tissue diseases,32.5,[],,Connective tissue
Q7127590,False,Palisaded neutrophilic and granulomatous dermatitis,16.5,[],,Connective tissue
Q66602902,False,Areolar connective tissue of sulcal connective tissue of fibrous ring of tricuspid valve,16.0,[],,Connective tissue
Q66602905,False,Areolar connective tissue of intersulcal connective tissue of fibrous ring of mitral valve,16.0,[],,Connective tissue
Q66602903,False,Areolar connective tissue of intersulcal connective tissue of fibrous ring of tricuspid valve,15.5,[],,Connective tissue
Q66602904,False,Areolar connective tissue of sulcal connective tissue of fibrous ring of mitral valve anulus,15.5,[],,Connective tissue
Q208453,False,smooth muscle tissue,50.0,[],,Smooth muscle
Q18556280,False,smooth muscle tumor,40.5,[],,Smooth muscle
Q92577199,False,smooth muscle layer,40.5,[],,Smooth muscle
Q18556240,False,smooth muscle cancer,39.5,[],,Smooth muscle
Q78130462,False,Smooth Muscle Myosins,38.0,[],,Smooth muscle
Q55779988,False,benign smooth muscle neoplasm,33.5,[],,Smooth muscle
,False,,,,,GI tract
Q171187,False,peel,50.0,[],,Skin
Q1155702,False,skin,50.0,[],,Skin
Q7535317,False,skin,50.0,[],,Skin
Q97671426,False,Skin,50.0,[],,Skin
Q33525,False,carcinoma,37.5,[],,Skin
Q853516,False,human skin color,31.0,[],,Skin
Q286,False,leather,30.0,[],,Skin
Q170518,False,burn,28.5,[],,Skin
Q192102,False,skin cancer,26.5,[],,Skin
Q43616,False,mummy,25.0,[],,Skin
Q179945,False,psoriasis,25.0,[],,Skin
Q187440,False,urticaria,25.0,[],,Skin
Q229256,False,dermatitis,25.0,[],,Skin
Q349185,False,wrinkle,25.0,[],,Skin
Q949302,False,skin disease,25.0,[],,Skin
Q226697,False,parchment,23.0,[],,Skin
Q831530,False,rosacea,21.5,[],,Skin
Q5749018,False,skin squamous cell carcinoma,16.0,[],,Skin
Q1641068,False,hyperpigmentation,15.5,[],,Skin
Q753904,False,rheumatic fever,13.5,[],,Skin
Q66505125,False,immune system,50.0,[],,Immune system
Q5327158,False,Earth immune system,40.5,[],,Immune system
Q17081105,False,Avian immune system,40.5,[],,Immune system
Q4200299,False,Ocular immune system,39.5,[],,Immune system
Q18553644,False,immune system cancer,39.5,[],,Immune system
Q3843811,False,immune disorder,38.0,[],,Immune system
Q1645075,False,adaptive immune system,37.0,[],,Immune system
Q5172465,False,Corporate immune system,36.0,[],,Immune system
Q64732757,False,immune system phenomenon,36.0,[],,Immune system
Q2518735,False,artificial immune system,35.0,[],,Immune system
Q4880726,False,behavioral immune system,35.0,[],,Immune system
Q55785867,False,rare genetic immune disease,27.5,[],,Immune system
Q18553606,False,autoimmune disease of exocrine system,26.0,[],,Immune system
Q18553609,False,autoimmune disease of musculoskeletal system,24.0,[],,Immune system
Q4826340,False,autoimmune disease of cardiovascular system,23.0,[],,Immune system
Q18553610,False,autoimmune disease of peripheral nervous system,22.0,[],,Immune system
Q73510037,False,immunological model,22.0,[],,Immune system
Q5630120,False,HLA-B63,5.0,[],,Immune system
Q6140977,False,Liver,50.0,[],,Liver
Q131742,False,hepatitis,35.5,[],,Liver
Q1570466,False,liverwurst,33.5,[],,Liver
Q67873858,False,beef liver,33.5,[],,Liver
Q6058862,False,fatty liver disease,31.0,[],,Liver
Q18558073,False,liver neoplasm,31.0,[],,Liver
Q68487022,False,human liver,31.0,[],,Liver
Q623031,False,liver cancer,29.5,[],,Liver
Q1349821,False,hepatotoxicity,29.5,[],,Liver
Q6658207,False,liver injury,29.5,[],,Liver
Q929737,False,liver disease,28.0,[],,Liver
Q1148337,False,hepatocellular carcinoma,26.5,[],,Liver
Q147778,False,liver cirrhosis,25.0,[],,Liver
Q18556725,False,liver leiomyosarcoma,20.0,[],,Liver
Q18556169,False,liver rhabdomyosarcoma,18.5,[],,Liver
Q1546498,False,non-alcoholic fatty liver disease,16.5,[],,Liver
Q2335423,False,steatohepatitis,13.0,[],,Liver
Q1048687,False,skeletal striated muscle,50.0,[],,Skeletal muscle
Q2900588,False,Skeletal-muscle pump,43.0,[],,Skeletal muscle
Q18556168,False,skeletal muscle neoplasm,41.5,[],,Skeletal muscle
Q66589779,False,skeletal muscle fiber proper,41.5,[],,Skeletal muscle
Q18556167,False,skeletal muscle cancer,40.5,[],,Skeletal muscle
Q78189009,False,Skeletal Muscle Myosins,39.5,[],,Skeletal muscle
Q66563657,False,skeletal muscle fasciculus,36.5,[],,Skeletal muscle
Q6058407,False,Intrafusal muscle fiber,18.5,[],,Skeletal muscle
Q1898141,False,rhabdomyosarcoma,16.0,[],,Skeletal muscle
Q85782674,False,Lungs,50.0,[],,Lungs
Q103998540,False,pair of lungs,50.0,[],,Lungs
Q857667,False,pulmonary edema,31.0,[],,Lungs
Q220570,False,pulmonary embolism,29.5,[],,Lungs
Q1682965,False,Pulmonary contusion,26.5,[],,Lungs
Q552304,False,cardiopulmonary bypass,25.0,[],,Lungs
Q813243,False,ventilator,25.0,[],,Lungs
Q337247,False,mediastinum,22.0,[],,Lungs
Q31810173,False,Lungsud sa Malangas,21.0,[],,Lungs
Q2290446,False,idiopathic pulmonary fibrosis,19.0,[],,Lungs
Q7075805,False,occupational lung disease,16.0,[],,Lungs
Q279330,False,bronchospasm,12.5,[],,Lungs
Q927148,False,bronchoalveolar lavage,12.5,[],,Lungs
Q91060086,False,respirable dust,10.0,[],,Lungs
Q6140833,False,Kidney,50.0,[],,Kidney
Q401402,False,nephritis,37.5,[],,Kidney
Q178623,False,kidney stone,33.5,[],,Kidney
Q476921,False,kidney failure,31.5,[],,Kidney
Q3242950,False,kidney cancer,31.5,[],,Kidney
Q18557037,False,nephrolithiasis,31.5,[],,Kidney
Q18556244,False,kidney sarcoma,30.0,[],,Kidney
Q202301,False,renal dialysis,22.0,[],,Kidney
Q736715,False,chronic kidney disease,22.0,[],,Kidney
Q1164529,False,renal cell carcinoma,22.0,[],,Kidney
Q18556016,False,kidney rhabdoid cancer,22.0,[],,Kidney
Q18556719,False,kidney leiomyosarcoma,22.0,[],,Kidney
Q6995207,False,nephrosis,20.0,[],,Kidney
Q1585769,False,urolithiasis,19.0,[],,Kidney
Q18555137,False,kidney hemangiopericytoma,19.5,[],,Kidney
Q3395618,False,autosomal recessive polycystic kidney,18.0,[],,Kidney
Q18556340,False,renal clear cell carcinoma,18.0,[],,Kidney
Q605006,False,glomerulonephritis,15.0,[],,Kidney
Q25339734,False,chronic kidney disease-mineral and bone disorder,15.5,[],,Kidney
Q9618,True,pancreas,100.0,gland,Q9647,Pancreas
Q942537,False,compound eye,50.0,eye,Q7364,Eye
Q2464312,False,Albert Einstein's brain,48.0,human brain,Q492038,Brain
Q1048687,False,skeletal striated muscle,50.0,[],,Skeletal muscle
Q2900588,False,Skeletal-muscle pump,43.0,[],,Skeletal muscle
Q18556168,False,skeletal muscle neoplasm,41.5,[],,Skeletal muscle
Q66589779,False,skeletal muscle fiber proper,41.5,[],,Skeletal muscle
Q18556167,False,skeletal muscle cancer,40.5,[],,Skeletal muscle
Q78189009,False,Skeletal Muscle Myosins,39.5,[],,Skeletal muscle
Q66563657,False,skeletal muscle fasciculus,36.5,[],,Skeletal muscle
Q6058407,False,Intrafusal muscle fiber,18.5,[],,Skeletal muscle
Q1898141,False,rhabdomyosarcoma,16.0,[],,Skeletal muscle
Q7873,False,blood,50.0,[],,Blood
Q494268,False,blood,50.0,[],,Blood
Q166019,False,bleeding,33.5,[],,Blood
Q261327,False,thrombosis,33.5,[],,Blood
Q79749,False,blood plasma,31.0,[],,Blood
Q5445,False,anemia,29.5,[],,Blood
Q647099,False,hemoptysis,25.0,[],,Blood
Q183605,False,blood transfusion,23.5,[],,Blood
Q221694,False,blood–brain barrier,21.0,[],,Blood
Q5064096,False,cerebral blood flow,21.0,[],,Blood
Q1931577,False,thrombolysis,17.5,[],,Blood
Q55286710,False,thromboembolism,16.5,[],,Blood
Q1642137,False,hemodynamics,13.5,[],,Blood
Q3137609,False,pseudoaneurysm,12.5,[],,Blood
Q66505125,False,immune system,50.0,[],,Immune system
Q5327158,False,Earth immune system,40.5,[],,Immune system
Q17081105,False,Avian immune system,40.5,[],,Immune system
Q4200299,False,Ocular immune system,39.5,[],,Immune system
Q18553644,False,immune system cancer,39.5,[],,Immune system
Q3843811,False,immune disorder,38.0,[],,Immune system
Q1645075,False,adaptive immune system,37.0,[],,Immune system
Q5172465,False,Corporate immune system,36.0,[],,Immune system
Q64732757,False,immune system phenomenon,36.0,[],,Immune system
Q2518735,False,artificial immune system,35.0,[],,Immune system
Q4880726,False,behavioral immune system,35.0,[],,Immune system
Q55785867,False,rare genetic immune disease,27.5,[],,Immune system
Q18553606,False,autoimmune disease of exocrine system,26.0,[],,Immune system
Q18553609,False,autoimmune disease of musculoskeletal system,24.0,[],,Immune system
Q4826340,False,autoimmune disease of cardiovascular system,23.0,[],,Immune system
Q18553610,False,autoimmune disease of peripheral nervous system,22.0,[],,Immune system
Q73510037,False,immunological model,22.0,[],,Immune system
Q5630120,False,HLA-B63,5.0,[],,Immune system
Q6140833,False,Kidney,50.0,[],,Kidney
Q401402,False,nephritis,37.5,[],,Kidney
Q178623,False,kidney stone,33.5,[],,Kidney
Q476921,False,kidney failure,31.5,[],,Kidney
Q3242950,False,kidney cancer,31.5,[],,Kidney
Q18557037,False,nephrolithiasis,31.5,[],,Kidney
Q18556244,False,kidney sarcoma,30.0,[],,Kidney
Q18557087,False,kidney osteogenic sarcoma,24.0,[],,Kidney
Q202301,False,renal dialysis,22.0,[],,Kidney
Q736715,False,chronic kidney disease,22.0,[],,Kidney
Q1164529,False,renal cell carcinoma,22.0,[],,Kidney
Q18556016,False,kidney rhabdoid cancer,22.0,[],,Kidney
Q18556719,False,kidney leiomyosarcoma,22.0,[],,Kidney
Q6995207,False,nephrosis,20.0,[],,Kidney
Q1585769,False,urolithiasis,19.0,[],,Kidney
Q18555137,False,kidney hemangiopericytoma,19.5,[],,Kidney
Q3395618,False,autosomal recessive polycystic kidney,18.0,[],,Kidney
Q18556340,False,renal clear cell carcinoma,18.0,[],,Kidney
Q605006,False,glomerulonephritis,15.0,[],,Kidney
Q1409015,False,heart,50.0,[],,Heart
Q5691852,False,Heart,50.0,[],,Heart
Q190805,False,heart disease,31.0,[],,Heart
Q753904,False,rheumatic fever,25.0,[],,Heart
Q933954,False,heart rate variability,25.0,[],,Heart
Q216933,False,echocardiography,23.0,[],,Heart
Q1130519,False,heart valve disease,21.0,[],,Heart
Q492905,False,diastole,16.5,[],,Heart
Q496359,False,systole,16.5,[],,Heart
Q67208213,False,Thymus,50.0,[],,Thymus
Q1429863,False,thymoma,33.5,[],,Thymus
Q18556740,False,thymus gland disease,30.0,[],,Thymus
Q76500953,False,thymus extracts,30.0,[],,Thymus
Q55789706,False,benign neoplasm of thymus,24.0,[],,Thymus
Q96756123,False,pig's bladder,64.0,urinary bladder,Q9382,Urinary bladder
Q9355635,False,Thyroid,50.0,[],,Thyroid
Q422106,False,thyroid hormone,46.0,[],,Thyroid
Q11835644,False,thyroiditis,41.0,[],,Thyroid
Q16501,False,hypothyroidism,39.0,[],,Thyroid
Q826522,False,thyroid cancer,33.5,[],,Thyroid
Q18556131,False,thyroid carcinoma,33.5,[],,Thyroid
Q31275345,False,thyroid ectopy,33.5,[],,Thyroid
Q6673122,False,thyroid gland disease,32.0,[],,Thyroid
Q18556362,False,thyroid sarcoma,32.0,[],,Thyroid
Q16332,False,hyoid bone,31.0,[],,Thyroid
Q165135,False,goiter,31.0,[],,Thyroid
Q3832897,False,thyroid lymphoma,30.5,[],,Thyroid
Q3991731,False,thyrotoxicosis,30.0,[],,Thyroid
Q55779989,False,benign thyroid gland neoplasm,26.0,[],,Thyroid
Q56013685,False,rare thyroid disease,26.0,[],,Thyroid
Q5464665,False,follicular thyroid cancer,24.0,[],,Thyroid
Q2292945,False,hepatico cancer,22.5,[],,Thyroid
Q3493538,False,thyroid medullary carcinoma,22.5,[],,Thyroid
Q3658382,False,Anaplastic thyroid cancer,22.0,[],,Thyroid
Q2661443,False,endocrine system disease,20.0,[],,Thyroid
Q55785856,False,rare genetic thyroid disease,20.0,[],,Thyroid
Q56013722,False,differentiated thyroid carcinoma,19.5,[],,Thyroid
Q9618,True,pancreas,100.0,gland,Q9647,Pancreas
Q6140977,False,Liver,50.0,[],,Liver
Q131742,False,hepatitis,35.5,[],,Liver
Q1570466,False,liverwurst,33.5,[],,Liver
Q67873858,False,beef liver,33.5,[],,Liver
Q6058862,False,fatty liver disease,31.0,[],,Liver
Q18558073,False,liver neoplasm,31.0,[],,Liver
Q68487022,False,human liver,31.0,[],,Liver
Q623031,False,liver cancer,29.5,[],,Liver
Q1349821,False,hepatotoxicity,29.5,[],,Liver
Q6658207,False,liver injury,29.5,[],,Liver
Q929737,False,liver disease,28.0,[],,Liver
Q1148337,False,hepatocellular carcinoma,26.5,[],,Liver
Q147778,False,liver cirrhosis,25.0,[],,Liver
Q18556725,False,liver leiomyosarcoma,20.0,[],,Liver
Q18556169,False,liver rhabdomyosarcoma,18.5,[],,Liver
Q1546498,False,non-alcoholic fatty liver disease,16.5,[],,Liver
Q2335423,False,steatohepatitis,13.0,[],,Liver
,False,,,,,GI tract
Q85782674,False,Lungs,50.0,[],,Lungs
Q103998540,False,pair of lungs,50.0,[],,Lungs
Q857667,False,pulmonary edema,31.0,[],,Lungs
Q220570,False,pulmonary embolism,29.5,[],,Lungs
Q1682965,False,Pulmonary contusion,26.5,[],,Lungs
Q552304,False,cardiopulmonary bypass,25.0,[],,Lungs
Q813243,False,ventilator,25.0,[],,Lungs
Q337247,False,mediastinum,22.0,[],,Lungs
Q31810173,False,Lungsud sa Malangas,21.0,[],,Lungs
Q2290446,False,idiopathic pulmonary fibrosis,19.0,[],,Lungs
Q7075805,False,occupational lung disease,16.0,[],,Lungs
Q279330,False,bronchospasm,12.5,[],,Lungs
Q927148,False,bronchoalveolar lavage,12.5,[],,Lungs
Q91060086,False,respirable dust,10.0,[],,Lungs
Q33525,False,carcinoma,43.0,[],,Epithelium
Q3052544,False,olfactory epithelium,34.5,[],,Epithelium
Q1779259,False,transitional epithelium,33.5,[],,Epithelium
Q2346242,False,retinal pigment epithelium,28.0,[],,Epithelium
